"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","320
003","32","2.594","15.6","6.3","40.6","6.3","15.6","6.3","9.4",".",".",".",".",".",".",".",".","."
"","320
004","35","3.086","28.6","11.4","40.0","11.4",".","5.7","2.9",".",".",".",".",".",".",".",".","."
"","005
320","31","2.581","12.9","9.7","19.4","29.0","12.9","16.1",".",".",".",".",".",".",".",".",".","."
"","006
320","27","2.722","33.3","11.1","11.1","14.8","11.1","7.4","11.1",".",".",".",".",".",".",".",".","."
"","320
007","27","2.593","11.1","11.1","40.7","3.7","22.2",".","11.1",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","214","2.708","21.5","9.8","27.1","10.3","18.2","7.0","6.1",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","001
321","32","2.719","25.0","6.3","31.3","6.3","9.4","21.9",".",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","11","2.545","18.2","18.2","9.1","18.2","18.2","9.1","9.1",".",".",".",".",".",".",".",".","."
"","340
001","27","2.704","11.1","14.8","37.0","14.8","11.1","3.7","7.4",".",".",".",".",".",".",".",".","."
"","340
002","30","2.914","16.7","30.0","16.7","6.7","16.7","10.0",".","3.3",".",".",".",".",".",".",".","."
"","340
003","26","2.923","23.1","15.4","15.4","23.1","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"","004
340","31","2.371","12.9",".","16.1","16.1","41.9","12.9",".",".",".",".",".",".",".",".",".","."
"","340
005","21","3.167","23.8","14.3","42.9","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"","340
006","26","2.846","23.1","23.1","15.4","7.7","19.2","7.7","3.8",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","161","2.797","18.0","16.1","23.0","13.0","20.5","6.8","1.9","0.6",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","22","2.818","9.1","22.7","27.3","13.6","22.7","4.5",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","14","3.036","14.3","35.7","14.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","22","3.158","22.7","22.7","22.7","4.5","9.1","4.5",".","9.1",".",".",".",".",".",".","4.5","."
"","431
001","35","2.843","17.1","20.0","22.9","11.4","20.0","8.6",".",".",".",".",".",".",".",".",".","."
"","431
002","32","2.625","18.8","15.6","12.5","9.4","31.3","9.4","3.1",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","67","2.739","17.9","17.9","17.9","10.4","25.4","9.0","1.5",".",".",".",".",".",".",".",".","."
"Intro to Modern Algebra","441
001","12","3.458","41.7","41.7","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","001
443","15","3.233","33.3","20.0","20.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","23","2.848","26.1","4.3","21.7","8.7","39.1",".",".",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","8","3.643","62.5",".","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".","."
"","475
001","22","3.023","36.4","18.2","13.6","4.5","18.2","4.5","4.5",".",".",".",".",".",".",".",".","."
"","475
002","14","3.571","71.4",".","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","36","3.236","50.0","11.1","13.9","2.8","16.7","2.8","2.8",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","490
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","521
001","25","2.720","16.0","16.0","16.0","24.0","20.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"","002
521","19","2.842","26.3",".","31.6",".","42.1",".",".",".",".",".",".",".",".",".",".","."
"","003
521","18","2.882","22.2","5.6","22.2","16.7","27.8",".",".",".",".",".",".",".",".","5.6",".","."
"Advanced Calculus","Course Total","62","2.803","21.0","8.1","22.6","14.5","29.0","1.6","1.6",".",".",".",".",".",".","1.6",".","."
"Linear Programming Methods","525
001","6","3.000",".","33.3","16.7","33.3",".",".",".",".",".",".",".",".",".",".","16.7","."
"","541
001","26","2.769","23.1","15.4","23.1","15.4","11.5",".","11.5",".",".",".",".",".",".",".",".","."
"","541
002","30","2.883","20.0","16.7","16.7","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","56","2.830","21.4","16.1","19.6","21.4","12.5","3.6","5.4",".",".",".",".",".",".",".",".","."
"Elementary Topology","551
001","24","2.391","25.0","4.2","12.5","4.2","25.0","16.7","8.3",".",".",".",".",".",".","4.2",".","."
"Complex Analysis","623
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","10","3.350","30.0","40.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","699
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 248 of 391",""
