"","990
032","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
033","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
034","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","62","",".",".",".",".",".",".",".","54.8",".",".",".","43.5","",".",".","1.6","."
"FOOD SCI
390","Dept. Total","1065","3.396","41.0","19.5","13.9","4.8","5.3","2.1","0.8","4.0",".","5.4","0.5","2.6","",".",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","187","2.972","9.1","33.2","26.2","17.6","9.1","3.2","1.1",".",".",".",".",".","",".",".",".","0.5"
"Sophomore","","301","3.161","22.3","28.6","26.2","13.3","6.6","2.7",".","0.3",".",".",".",".","",".",".",".","."
"Junior","","203","3.150","25.6","20.2","28.1","15.8","4.9","1.5","0.5","0.5","0.5","2.0",".",".","",".","0.5",".","."
"Senior","","312","3.032","17.9","16.7","30.8","15.4","9.6","1.3","0.6","2.2",".","5.4",".",".","",".",".",".","."
"Undergraduates","","1003","3.084","19.1","24.0","28.0","15.3","7.7","2.1","0.5","0.9","0.1","2.1",".",".","",".","0.1",".","0.1"
"Special","","11","3.260","9.1","27.3","36.4",".",".",".",".","18.2",".",".",".",".","",".","9.1",".","."
"Graduate","","142","3.531","33.8","9.9","9.2","3.5","1.4",".",".","18.3",".",".",".","23.9","",".",".",".","."
"","Dept. Total","1156","3.110","20.8","22.3","25.8","13.7","6.8","1.8","0.4","3.2","0.1","1.8",".","2.9","",".","0.2",".","0.1"
