"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"Engineerng Economc Analysis","313
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","340
001","22","3.318","27.3","31.8","22.7","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","002
340","30","3.276","23.3","20.0","43.3","6.7","3.3",".",".",".",".",".",".",".",".","3.3",".","."
"Accounting Systems","Course Total","52","3.294","25.0","25.0","34.6","9.6","3.8",".",".",".",".",".",".",".",".","1.9",".","."
"","406
001","15","3.367","20.0","33.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","406
002","26","3.269","7.7","53.8","26.9","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"Advanced Financial Reporting","Course Total","41","3.305","12.2","46.3","34.1","4.9","2.4",".",".",".",".",".",".",".",".",".",".","."
"International Accounting","407
001","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
603","27","3.458","33.3","22.2","25.9","7.4",".",".",".","11.1",".",".",".",".",".",".",".","."
"","603
030","41","3.378","26.8","24.4","46.3","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Statement Analysis","Course Total","68","3.408","29.4","23.5","38.2","4.4",".",".",".","4.4",".",".",".",".",".",".",".","."
"","620
001","25","3.180","32.0","20.0","12.0","24.0","12.0",".",".",".",".",".",".",".",".",".",".","."
"","002
620","33","3.303","15.2","42.4","33.3","6.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Taxation","Course Total","58","3.250","22.4","32.8","24.1","13.8","6.9",".",".",".",".",".",".",".",".",".",".","."
"","621
001","29","3.607","62.1",".","31.0",".","3.4",".",".",".",".",".",".",".",".","3.4",".","."
"","002
621","33","3.227","30.3",".","60.6","3.0","6.1",".",".",".",".",".",".",".",".",".",".","."
"Corporate & Advanced Taxation","Course Total","62","3.402","45.2",".","46.8","1.6","4.8",".",".",".",".",".",".",".",".","1.6",".","."
"","630
001","33","3.485","48.5","12.1","33.3",".","6.1",".",".",".",".",".",".",".",".",".",".","."
"","002
630","38","3.250","28.9","5.3","57.9","2.6","5.3",".",".",".",".",".",".",".",".",".",".","."
"","630
003","43","3.326","32.6","16.3","39.5","7.0","4.7",".",".",".",".",".",".",".",".",".",".","."
"Audit and Assurance Services","Course Total","114","3.346","36.0","11.4","43.9","3.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","700
001","43","3.442","20.9","48.8","27.9","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"","002
700","51","3.520","33.3","39.2","25.5","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"","700
030","41","3.463","39.0","19.5","36.6","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Accounting","Course Total","135","3.478","31.1","36.3","29.6","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"","701
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
701","9","3.111","22.2","44.4","11.1",".","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","14","3.214","21.4","42.9","21.4",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","702
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","706
001","21","3.524","28.6","47.6","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","706
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Financial Reporting","Course Total","24","3.521","29.2","45.8","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Accounting","707
001","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
001","23","3.619","56.5","8.7","21.7",".","4.3",".",".","4.3",".",".",".",".",".","4.3",".","."
"","710
002","32","3.625","59.4","12.5","25.0",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"Managerial Accounting","Course Total","55","3.623","58.2","10.9","23.6",".","3.6",".",".","1.8",".",".",".",".",".","1.8",".","."
"Taxation of Pass-Thru Entities","722
001","21","3.452","28.6","47.6","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"Rsch&Adm Issues-Taxation","724
001","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Income Taxatn&Bus Decisions","729
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","740
001","32","3.656","40.6","50.0","9.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
002","38","3.851","71.1","23.7","2.6",".",".",".",".",".",".",".",".",".",".","2.6",".","."
"Business Informatn Consulting","Course Total","70","3.761","57.1","35.7","5.7",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"","770
001","31","3.903","80.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
