"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","31","3.548","35.5","38.7","25.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","26","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Law","641
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","711
001","82","3.439","34.1","20.7","43.9","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"","711
002","66","3.364","31.8","18.2","43.9","3.0","3.0",".",".",".",".",".",".",".",".",".",".","."
"","711
003","22","3.409","36.4","13.6","45.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","711
004","23","3.457","47.8","17.4","17.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","711
005","21","3.619","52.4","19.0","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
006","19","3.658","52.6","31.6","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","711
007","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","244","3.463","38.9","20.5","36.1","3.3","1.2",".",".",".",".",".",".",".",".",".",".","."
"","714
001","68","3.485","36.8","23.5","39.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
714","73","3.568","47.9","17.8","34.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","85","3.488","36.5","24.7","38.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","226","3.513","40.3","22.1","37.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
001","87","3.333","31.0","10.3","55.2","1.1","2.3",".",".",".",".",".",".",".",".",".",".","."
"","715
002","79","3.532","46.8","16.5","34.2","1.3","1.3",".",".",".",".",".",".",".",".",".",".","."
"","715
003","20","3.475","45.0","10.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","715
004","20","3.525","40.0","25.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
005","23","3.522","39.1","26.1","34.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","229","3.450","39.3","15.3","42.8","1.3","1.3",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","24","3.553","41.7","4.2","33.3",".",".",".",".","20.8",".",".",".",".",".",".",".","."
"","723
001","17","3.235","23.5","35.3","23.5",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"","723
002","17","3.382","17.6","41.2","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","16","3.406","25.0","31.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","17","3.353","11.8","47.1","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
723","15","3.267","13.3","33.3","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","006
723","18","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","18","3.306","16.7","33.3","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","19","3.395","21.1","36.8","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","14","3.429","21.4","50.0","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","16","3.375","18.8","37.5","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","16","3.406","25.0","37.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","15","3.433","26.7","33.3","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","18","3.417","27.8","44.4","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","723
014","17","3.500","29.4","41.2","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","233","3.378","21.5","38.2","36.5","2.1","1.7",".",".",".",".",".",".",".",".",".",".","."
"","726
001","72","3.375","34.7","13.9","45.8","2.8","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"","002
726","79","3.437","41.8","15.2","34.2","6.3","1.3","1.3",".",".",".",".",".",".",".",".",".","."
"","003
726","24","3.479","33.3","29.2","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
004","21","3.595","52.4","14.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
005","20","3.625","40.0","45.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
006","23","3.522","39.1","26.1","34.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","239","3.460","39.3","19.7","36.4","2.9","0.8","0.8",".",".",".",".",".",".",".",".",".","."
