"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"790","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","8","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"790","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"790","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"790","067","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","63","",".",".",".",".",".",".",".","68.3",".",".",".","30.2","1.6",".",".","."
"795
Characterizatn-Asphalt Binders","001","","10","3.714","30.0","40.0",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"810
Problems in Oceanography","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"821
Envir Engr:Biologic Treatmt","001","","9","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","053","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","055","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","52","",".",".",".",".",".",".",".","65.4","1.9",".",".","32.7",".",".",".","."
"909
Smr-Water Chemistry Rsch","001","","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919
Hydraulic Engr & Fluid Mech","001","","7","3.875","42.9","14.3",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"929
Seminar-Envir Engineering","001","","29","4.000","96.6",".",".",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"951
Smr-Survey & Photogrammetry","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 112 of 391",""
