"","990
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","36","",".",".",".",".",".",".",".","80.6","2.8",".",".","16.7",".",".",".","."
"F&W ECOL
396","Dept. Total","257","3.360","41.6","16.0","13.2","3.5","3.9","1.2","2.3","15.2","0.4",".",".","2.3",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.596","79.3",".","13.8",".",".",".","6.9",".",".",".",".",".",".",".",".","."
"Sophomore","","43","3.506","67.4","4.7","16.3",".","2.3",".","4.7","2.3",".",".",".",".",".","2.3",".","."
"Junior","","75","3.202","37.3","18.7","17.3","10.7","5.3","9.3",".","1.3",".",".",".",".",".",".",".","."
"Senior","","147","3.254","40.8","17.7","19.7","8.8","10.9","1.4",".",".",".",".",".",".","0.7",".",".","."
"Undergraduates","","294","3.305","47.6","14.3","18.0","7.1","7.1","3.1","1.4","0.7",".",".",".",".","0.3","0.3",".","."
"Special","","12","3.462","25.0","41.7","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Graduate","","124","3.763","37.1","14.5","6.5",".",".",".",".","37.1",".",".",".","4.0",".",".","0.8","."
"","Dept. Total","430","3.407","44.0","15.1","14.7","4.9","4.9","2.1","0.9","11.6",".",".",".","1.2","0.2","0.2","0.2","."
