"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","21","2.857","19.0","23.8","19.0","23.8","4.8",".","9.5",".",".",".",".",".",".",".",".","."
"","160
002","24","3.333","37.5","33.3","16.7",".","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","003
160","24","3.500","54.2","16.7","8.3","16.7","4.2",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","69","3.246","37.7","24.6","14.5","13.0","5.8",".","4.3",".",".",".",".",".",".",".",".","."
"","170
001","22","3.205","31.8","18.2","18.2","22.7","9.1",".",".",".",".",".",".",".",".",".",".","."
"","170
002","18","3.333","44.4","11.1","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","170
003","21","3.571","38.1","47.6","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","61","3.369","37.7","26.2","16.4","11.5","8.2",".",".",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","156","3.058","16.0","26.3","25.0","23.7","6.4","0.6","1.3",".",".",".",".",".",".",".",".","0.6"
"Geom Modeling-Engr Applcatn","001
232","74","3.020","16.2","21.6","20.3","33.8","8.1",".",".",".",".",".",".",".",".",".",".","."
"","240
001","23","2.696","8.7","21.7","34.8","4.3","21.7",".","8.7",".",".",".",".",".",".",".",".","."
"","002
240","19","2.342","5.3","10.5","15.8","26.3","26.3","10.5","5.3",".",".",".",".",".",".",".",".","."
"","003
240","19","2.789","15.8","15.8","10.5","36.8","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","240
004","20","2.550","15.0","15.0","25.0","15.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","81","2.599","11.1","16.0","22.2","19.8","18.5","6.2","6.2",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
050","22","3.438","36.4","22.7","27.3","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","299
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","9","3.676","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","10","3.711","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","24","2.563","4.2","16.7","25.0","29.2","12.5","8.3","4.2",".",".",".",".",".",".",".",".","."
"","306
003","20","2.375","15.0","10.0","5.0","35.0","15.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"","306
004","23","2.674","8.7","8.7","39.1","13.0","21.7","8.7",".",".",".",".",".",".",".",".",".","."
"","306
005","18","2.722","5.6","22.2","16.7","33.3","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","85","2.582","8.2","14.1","22.4","27.1","16.5","8.2","3.5",".",".",".",".",".",".",".",".","."
"","307
001","9","3.278","11.1","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
307","12","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","15","3.400","20.0","40.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","19","3.263","15.8","21.1","63.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","15","3.300","20.0","26.7","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","13","3.154","7.7","30.8","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","83","3.289","18.1","28.9","45.8","7.2",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","33","3.212","12.1","36.4","36.4","12.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"","313
002","35","3.229","28.6","22.9","22.9","17.1","8.6",".",".",".",".",".",".",".",".",".",".","."
"","313
003","35","3.171","20.0","28.6","22.9","22.9","5.7",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","103","3.204","20.4","29.1","27.2","17.5","5.8",".",".",".",".",".",".",".",".",".",".","."
"","314
001","26","3.135","7.7","26.9","50.0","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","314
002","25","2.920",".","24.0","40.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","314
003","24","3.104","16.7","12.5","50.0","16.7","4.2",".",".",".",".",".",".",".",".",".",".","."
"Intro-Competitv Manufactrng","Course Total","75","3.053","8.0","21.3","46.7","21.3","2.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Dynamic Systems","001
340","90","2.872","12.2","18.9","28.9","15.6","22.2","2.2",".",".",".",".",".",".",".",".",".","."
"","342
002","40","2.775","15.0","20.0","22.5","10.0","25.0","5.0","2.5",".",".",".",".",".",".",".",".","."
"","342
003","40","2.750","12.5","15.0","20.0","20.0","30.0","2.5",".",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","Course Total","80","2.763","13.8","17.5","21.3","15.0","27.5","3.8","1.3",".",".",".",".",".",".",".",".","."
