"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"","991
012","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Indiv Research-Slavic Lit","Course Total","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7","",".",".",".","."
"SLAVIC
888","Dept. Total","275","3.616","64.7","15.3","6.2","4.4","2.5","1.1","0.7","3.6",".",".",".","0.4","",".","0.4","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.778","25.0","12.5","50.0",".",".",".","12.5",".",".",".",".",".","",".",".",".","."
"Sophomore","","33","3.714","69.7","18.2","6.1","6.1",".",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","30","3.716","53.3","16.7","10.0","3.3",".",".",".","3.3",".",".",".",".","",".","10.0","3.3","."
"Senior","","54","3.548","53.7","24.1","11.1",".","5.6","1.9",".","3.7",".",".",".",".","",".",".",".","."
"Undergraduates","","125","3.578","56.0","20.0","12.0","2.4","2.4","0.8","0.8","2.4",".",".",".",".","",".","2.4","0.8","."
"Special","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".","",".",".",".","."
"Graduate","","69","3.969","71.0","1.4","1.4",".",".",".",".","18.8",".",".",".","7.2","",".",".",".","."
"","Dept. Total","200","3.689","62.0","13.0","8.0","1.5","1.5","0.5","0.5","8.5",".",".",".","2.5","",".","1.5","0.5","."
