"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3991","3.532","36.3","18.1","22.1","1.6","0.8","0.6","0.1","19.8","",".",".",".","",".","0.2",".","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Senior","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Special","","13","3.500","38.5","7.7",".",".","7.7",".",".","46.2","",".",".",".","",".",".",".",".","."
"Graduate","","146","3.481","31.5","25.3","17.8","6.8",".","0.7",".","17.1","",".",".",".","",".","0.7",".",".","."
"Prof Yr 1","","1041","3.494","35.6","28.4","32.9","1.2","1.1","0.3","0.1","0.1","",".",".",".","",".","0.2",".",".","."
"Prof Yr 2","","1414","3.593","37.9","14.4","15.3","1.3","0.7","0.9","0.1","28.5","",".",".",".","",".","0.7",".","0.1","."
"Prof Yr 3","","1121","3.572","33.5","12.7","14.3","1.0","1.0","0.7","0.2","36.6","",".",".",".","",".",".",".","0.1","."
"Prof Yr 4","","42","3.808","16.7","2.4","4.8",".",".",".",".","71.4","",".",".",".","",".","4.8",".",".","."
"Professionals","","3618","3.549","35.7","17.8","19.9","1.2","0.9","0.7","0.1","23.3","",".",".",".","",".","0.4",".","0.1","."
"","College Total","3780","3.546","35.5","18.0","19.8","1.4","0.9","0.7","0.1","23.1","",".",".",".","",".","0.4",".","0.1","."
