"In Trans:Mythlgy-Scandnavia","342
001","","6","3.925","83.3","16.7",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".","."
"A Theme-Medieval Eng Lit","362
001","","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Old Norse","407
001","","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","699
023","","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"MEDIEVAL
633","Dept. Total","","29","3.495","41.4","20.7","24.1","6.9","3.4","",".",".","3.4","",".",".","",".","",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","10","3.500","10.0","80.0","10.0",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","","18","3.235","22.2","50.0","5.6","5.6","5.6","",".","5.6","5.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","28","3.333","17.9","60.7","7.1","3.6","3.6","",".","3.6","3.6","",".",".","",".","",".",".",".",".","."
"Special","","","3","4.000","66.7",".",".",".",".","",".",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","","8","3.900","50.0","12.5",".",".",".","",".",".","12.5","",".",".","",".","",".","12.5",".","12.5","."
"","Dept. Total","","39","3.456","28.2","46.2","5.1","2.6","2.6","",".","2.6","7.7","",".",".","",".","",".","2.6",".","2.6","."
