"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"","999
022","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","9","4.000","44.4",".",".",".",".","",".",".","33.3",".",".","",".","22.2",".",".",".","."
"ED POL
310","Dept. Total","437","3.587","38.4","30.7","13.3","2.7","0.9","",".","0.2","6.6","0.2","3.0","",".","1.4","1.6",".","0.7","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.333",".","83.3",".","16.7",".","",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","98","3.526","37.8","38.8","18.4","2.0","1.0","",".","1.0",".",".",".","",".",".",".","1.0",".","."
"Senior","","127","3.668","47.2","37.0","12.6","0.8",".","",".",".","2.4",".",".","",".",".",".",".",".","."
"Undergraduates","","231","3.599","42.0","39.0","14.7","1.7","0.4","",".","0.4","1.3",".",".","",".",".",".","0.4",".","."
"Special","","25","3.868","68.0","24.0",".",".",".","",".",".",".",".",".","",".",".",".",".","8.0","."
"Graduate","","155","3.806","48.4","20.0","2.6",".","0.6","",".",".","20.6","1.3",".","",".","2.6","3.2",".","0.6","."
"","Dept. Total","411","3.680","46.0","30.9","9.2","1.0","0.5","",".","0.2","8.5","0.5",".","",".","1.0","1.2","0.2","0.7","."
