"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","101
001","","9","3.444","22.2","55.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","Course Total","","19","3.605","36.8","52.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
001","","10","3.100","30.0","20.0","10.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","002
102","","9","3.056","33.3","22.2","22.2","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","Course Total","","19","3.079","31.6","21.1","15.8","15.8","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","103
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","103
002","","9","3.167","11.1","22.2","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Class Piano","Course Total","","13","3.269","23.1","15.4","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","104
001","","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Class Piano","Course Total","","13","3.385","38.5","15.4","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals: Single Reeds","14
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Year Composition","147
001","","10","3.250","30.0","10.0","50.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","201
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
008","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
250","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
251","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
252","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
253","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
254","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Piano","Course Total","","39","3.744","66.7","15.4","12.8",".","2.6",".",".",".",".",".",".",".",".",".",".","2.6"
"Elem/Intermed Harpsichard","202
042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Organ","203
042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
006","","6","3.846","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","205
045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
061","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
269","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Voice","Course Total","","29","3.715","51.7","34.5","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Flute","207
010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Oboe","209
059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Clarinet","211
005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Element/Intermed Saxophone","213
050","","10","3.476","40.0","30.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Bassoon","215
032","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn","217
020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","219
063","","6","3.417",".","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221
089","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Euphonium","223
035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225
035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 261 of 391",""
