"","990
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","14","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"ART HIST
180","Dept. Total","1097","3.299","32.2","22.9","22.4","8.0","5.4","1.5","1.3","2.5","0.1",".",".","1.3","0.5","0.5","1.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.214","35.6","23.3","17.8","10.0","8.9","2.2","2.2",".",".",".",".",".",".",".",".","."
"Sophomore","","280","3.317","28.2","31.1","27.5","6.1","4.6","1.4","0.7",".",".",".",".",".",".","0.4",".","."
"Junior","","215","3.387","31.2","33.0","22.8","4.7","3.7","0.9","0.9","0.9",".",".",".",".","0.9","0.9",".","."
"Senior","","310","3.329","31.0","26.8","19.4","7.4","5.8","1.6","0.3","5.5","0.3",".",".",".",".","1.0","0.3","0.6"
"Undergraduates","","895","3.326","30.6","29.3","22.6","6.6","5.3","1.5","0.8","2.1","0.1",".",".",".","0.2","0.7","0.1","0.2"
"Special","","33","3.764","33.3","3.0","6.1","3.0",".",".",".","33.3",".",".",".",".",".","9.1","12.1","."
"Graduate","","92","3.585","48.9","13.0","5.4","5.4","2.2","1.1","1.1","4.3","1.1",".",".","16.3",".",".","1.1","."
"","Dept. Total","1020","3.349","32.4","27.0","20.5","6.4","4.8","1.4","0.8","3.3","0.2",".",".","1.5","0.2","0.9","0.6","0.2"
