"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3318","3.207","21.2","28.8","28.7","10.5","5.3","1.1","0.9","2.6","",".","0.4",".","0.5","0.1","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","473","3.245","16.7","41.6","25.6","10.1","3.2","1.9","0.4",".","",".",".",".",".",".",".","0.2","0.2"
"Sophomore","","600","3.179","15.0","33.2","32.7","13.3","4.0","0.8","0.5","0.2","",".",".",".",".","0.2","0.2",".","."
"Junior","","756","3.172","18.8","28.7","32.7","10.7","6.5","0.9","0.7","0.4","",".","0.3","0.1",".",".","0.1","0.1","."
"Senior","","1181","3.189","23.4","23.1","29.9","12.1","6.7","0.9","0.7","1.2","",".","1.6",".",".",".","0.3","0.1","0.1"
"Undergraduates","","3010","3.191","19.5","29.4","30.5","11.7","5.5","1.1","0.6","0.6","",".","0.7","0.0",".","0.0","0.2","0.1","0.1"
"Special","","6","3.625","33.3","16.7","16.7",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"Graduate","","174","3.932","45.4","6.9",".",".",".",".",".","42.5","",".",".",".","5.2",".",".",".","."
"","Dept. Total","3190","3.214","20.9","28.2","28.8","11.0","5.2","1.0","0.6","2.9","",".","0.7","0.0","0.3","0.0","0.2","0.1","0.1"
