"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Federal Law & Indian Tribes","730
001","20","3.447","45.0","15.0","20.0","10.0",".","5.0",".","5.0",".",".",".",".",".",".",".","."
"","731
001","89","3.469","36.0","7.9","22.5","3.4",".","2.2",".","28.1",".",".",".",".",".",".",".","."
"","002
731","31","3.615","41.9","22.6","16.1","3.2",".",".",".","12.9",".",".",".",".",".",".","3.2","."
"Constitutional Law I","Course Total","120","3.511","37.5","11.7","20.8","3.3",".","1.7",".","24.2",".",".",".",".",".",".","0.8","."
"Real Estate Transactions I","732
001","36","3.520","41.7","11.1","5.6","5.6","2.8","2.8",".","30.6",".",".",".",".",".",".",".","."
"","733
001","120","3.547","39.2","17.5","19.2","3.3",".",".","0.8","20.0",".",".",".",".",".",".",".","."
"","733
002","88","3.565","36.4","6.8","13.6","1.1","2.3","1.1",".","37.5",".",".",".",".",".",".","1.1","."
"Trusts and Estates","Course Total","208","3.553","38.0","13.0","16.8","2.4","1.0","0.5","0.5","27.4",".",".",".",".",".",".","0.5","."
"Secured Transactions","736
001","30","3.563","36.7","16.7","26.7",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"","740
001","40","3.483","35.0","12.5","20.0","2.5",".","2.5",".","27.5",".",".",".",".",".",".",".","."
"","740
002","40","3.672","52.5","5.0","20.0","2.5",".",".",".","20.0",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","80","3.582","43.8","8.8","20.0","2.5",".","1.3",".","23.8",".",".",".",".",".",".",".","."
"","742
001","98","3.523","50.0","8.2","24.5",".",".","5.1",".","12.2",".",".",".",".",".",".",".","."
"","742
002","38","3.525","31.6","7.9","7.9",".","2.6","2.6",".","47.4",".",".",".",".",".",".",".","."
"Taxation I","Course Total","136","3.524","44.9","8.1","19.9",".","0.7","4.4",".","22.1",".",".",".",".",".",".",".","."
"Administrative Law","001
744","37","3.326","18.9","13.5","24.3",".",".","5.4",".","37.8",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","28","3.520","32.1","35.7","17.9",".","3.6",".",".","10.7",".",".",".",".",".",".",".","."
"Antitrust","748
001","13","3.625","61.5","7.7","15.4",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","45","3.563","42.2","17.8","26.7","2.2",".",".",".","11.1",".",".",".",".",".",".",".","."
"Equal Employment Law","765
001","40","3.676","50.0","25.0","17.5",".",".",".",".","7.5",".",".",".",".",".",".",".","."
"","801
001","33","3.448","42.4","15.2","24.2","3.0",".",".","3.0","12.1",".",".",".",".",".",".",".","."
"","002
801","96","3.416","30.2","26.0","24.0","2.1","1.0","2.1","1.0","13.5",".",".",".",".",".",".",".","."
"Evidence","Course Total","129","3.424","33.3","23.3","24.0","2.3","0.8","1.6","1.6","13.2",".",".",".",".",".",".",".","."
"","802
001","39","3.436","41.0","17.9","33.3","2.6","5.1",".",".",".",".",".",".",".",".",".",".","."
"","802
002","66","3.478","31.8","12.1","19.7","1.5","1.5","1.5",".","31.8",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","105","3.458","35.2","14.3","24.8","1.9","2.9","1.0",".","20.0",".",".",".",".",".",".",".","."
"","808
001","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","8","3.250","37.5","25.0","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","808
003","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","29","3.621","51.7","27.6","13.8",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"Administrative Advocacy","813
001","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","16","3.813","37.5","6.3","6.3",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","817
001","56","3.568","26.8","23.2","14.3","1.8",".",".",".","33.9",".",".",".",".",".",".",".","."
"","817
002","75","3.355","40.0","5.3","17.3","1.3","1.3","6.7","1.3","26.7",".",".",".",".",".",".",".","."
"Business Organizations I","Course Total","131","3.440","34.4","13.0","16.0","1.5","0.8","3.8","0.8","29.8",".",".",".",".",".",".",".","."
"Conflict of Laws","820
001","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Law I","822
001","43","3.610","55.8","11.6","23.3","2.3","2.3",".",".","2.3",".",".",".",".",".",".","2.3","."
"International Law","827
001","51","3.474","27.5","19.6","27.5","2.0",".",".",".","23.5",".",".",".",".",".",".",".","."
"Jurisprudence","829
001","35","3.603","31.4","54.3","11.4",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"Land Use Controls","830
001","21","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 318 of 391",""
