"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Crusades: Christianity & Islam","309","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"The Medieval Church","312","001","6","3.474","50.0",".","16.7",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"Old English","320","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","6","3.925","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Old Norse","407","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","29","3.495","41.4","20.7","24.1","6.9","3.4",".",".","3.4",".",".",".",".",".",".",".","."
