"L&S","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"Alcohol: Behav, Culture & Sci","111
001","68","3.052","16.2","26.5","22.1","22.1","10.3","1.5",".",".",".","",".",".","",".","",".","1.5",".","."
"Undergrad Research Experience","250
001","74","3.819","79.7","6.8","9.5","1.4","1.4",".",".",".",".","",".",".","",".","",".",".","1.4","."
"INTER-LS
502","Dept. Total","142","3.399","49.3","16.2","15.5","11.3","5.6","0.7",".",".","",".",".","",".","",".",".","0.7","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","2.990","14.8","13.0","13.0","11.1","7.4","1.9","1.9",".","",".","37.0","",".","",".",".",".",".","."
"Sophomore","","81","3.671","35.8","14.8","7.4",".",".",".","1.2",".","",".","39.5","",".","",".","1.2",".",".","."
"Junior","","24","3.316","41.7","33.3","8.3","4.2",".",".","8.3",".","",".","4.2","",".","",".",".",".",".","."
"Senior","","20","3.324","20.0","30.0","25.0","5.0","5.0",".",".","5.0","",".",".","",".","",".",".","5.0","5.0","."
"Undergraduates","","179","3.359","28.5","18.4","11.2","4.5","2.8","0.6","2.2","0.6","",".","29.6","",".","",".","0.6","0.6","0.6","."
"Special","","2","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","100.0","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","182","3.365","28.6","18.1","11.0","4.4","2.7","0.5","2.2","0.5","",".","29.1","",".","",".","0.5","0.5","1.6","."
