"Phy Asst Internl Med Precpt","649
001","14","3.714","57.1","28.6","14.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","699
002","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
004","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"PHY ASST
750","Dept. Total","210","3.695","40.5","29.5","24.8","3.8","1.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","12","3.617","50.0","25.0","16.7","8.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","269","3.741","62.8","26.0","7.4","1.9","1.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","281","3.737","62.3","26.0","7.8","2.1","1.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","5","3.500","20.0","60.0","20.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","286","3.736","61.5","26.6","8.0","2.1","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
