"","990
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
056","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","24","",".",".",".",".",".",".",".","87.5","4.2",".",".",".",".",".","8.3","."
"PATH
704","Dept. Total","52","3.884","21.2","1.9","1.9",".",".",".",".","40.4","1.9","21.2",".",".",".",".","3.8","7.7"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","",""
"Sophomore","","17","1.947",".","5.9",".","17.6","64.7","5.9","5.9",".",".",".",".",".",".",".",".","."
"Junior","","92","2.145","1.1","5.4","10.9","18.5","46.7","15.2",".",".",".",".",".",".","2.2",".",".","."
"Senior","","91","2.232","5.5","3.3","13.2","19.8","42.9","12.1","2.2","1.1",".",".",".",".",".",".",".","."
"Undergraduates","","200","2.168","3.0","4.5","11.0","19.0","46.5","13.0","1.5","0.5",".",".",".",".","1.0",".",".","."
"Special","","4","2.250",".","25.0","25.0","25.0",".",".","25.0",".",".",".",".",".",".",".",".","."
"Graduate","","95","3.597","36.8","23.2","13.7","1.1",".",".",".","24.2",".",".",".","1.1",".",".",".","."
"Prof Yr 1","","254","2.902","16.1","7.9","38.2","13.8","18.5","5.5",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","255","2.907","16.5","7.8","38.0","13.7","18.4","5.5",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","554","2.730","15.0","9.4","24.0","13.5","25.3","7.2","0.7","4.3",".",".",".","0.2","0.4",".",".","."
