"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Introduction to Business","100
001","274","3.118","14.2","32.5","27.7","16.4","6.2","1.1","0.7","0.7",".",".",".",".",".","0.4",".","."
"Directed Study","198
201","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","21","3.836","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","19","3.586","15.8","84.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","25","3.500","28.0","48.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
300","21","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","25","3.684","36.0","64.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","18","3.745","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","23","3.607","30.4","60.9","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","20","3.700","45.0","50.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
300","23","3.824","65.2","34.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","21","3.595","19.0","81.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","24","3.689","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
300","24","3.901","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","19","3.605","36.8","52.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","014
300","21","3.888","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","304","3.704","44.4","52.0","3.0","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","191","2.795","15.7","9.9","29.8","9.9","32.5","1.0","0.5","0.5",".",".",".",".",".",".",".","."
"","301
002","233","3.112","22.7","18.5","33.0","11.6","13.7",".","0.4",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","424","2.969","19.6","14.6","31.6","10.8","22.2","0.5","0.5","0.2",".",".",".",".",".",".",".","."
"","302
001","50","3.560","56.0","16.0","16.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","002
302","34","3.288","35.3","8.8","35.3","11.8","5.9",".",".","2.9",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","84","3.452","47.6","13.1","23.8","9.5","4.8",".",".","1.2",".",".",".",".",".",".",".","."
"","303
001","125","2.935","18.4","9.6","43.2","8.0","15.2","4.0","0.8","0.8",".",".",".",".",".",".",".","."
"","002
303","125","3.000","15.2","10.4","52.0","7.2","13.6","1.6",".",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","250","2.968","16.8","10.0","47.6","7.6","14.4","2.8","0.4","0.4",".",".",".",".",".",".",".","."
"","304
001","68","3.500","45.6","26.5","20.6","2.9","1.5","2.9",".",".",".",".",".",".",".",".",".","."
"","002
304","72","3.646","56.9","20.8","18.1","2.8","1.4",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","140","3.575","51.4","23.6","19.3","2.9","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"","399
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
201","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","700
001","16","3.867","68.8","25.0",".",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"","700
002","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
003","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
700","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
005","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
006","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
007","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
030","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
031","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
032","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","143","3.873","74.1","25.2",".",".",".",".",".",".",".",".",".",".",".",".","0.7","."
