"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","34","2.765","14.7","11.8","38.2","5.9","20.6","5.9","2.9",".",".",".",".",".",".",".",".","."
"","002
100","33","3.045","24.2","12.1","42.4","3.0","12.1","6.1",".",".",".",".",".",".",".",".",".","."
"","100
003","28","3.000","32.1","3.6","39.3","3.6","14.3","3.6","3.6",".",".",".",".",".",".",".",".","."
"","100
004","34","2.956","14.7","14.7","50.0","5.9","8.8","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
005","35","2.643","11.4","2.9","54.3","5.7","11.4","8.6","5.7",".",".",".",".",".",".",".",".","."
"","100
006","23","2.717","8.7","8.7","47.8","4.3","21.7","8.7",".",".",".",".",".",".",".",".",".","."
"","100
007","37","2.932","21.6","5.4","48.6","2.7","16.2","2.7","2.7",".",".",".",".",".",".",".",".","."
"","100
008","39","3.013","23.1","5.1","53.8","2.6","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"","009
100","24","2.854","8.3","12.5","54.2",".","20.8","4.2",".",".",".",".",".",".",".",".",".","."
"","010
100","33","2.909","27.3",".","42.4",".","27.3",".","3.0",".",".",".",".",".",".",".",".","."
"","100
011","37","3.176","29.7","5.4","48.6","2.7","13.5",".",".",".",".",".",".",".",".",".",".","."
"","100
012","35","2.886","25.7","5.7","40.0","5.7","11.4","8.6","2.9",".",".",".",".",".",".",".",".","."
"","014
100","35","2.586","14.3","2.9","37.1","5.7","25.7","14.3",".",".",".",".",".",".",".",".",".","."
"","100
015","33","2.470","12.1","3.0","42.4",".","30.3",".","12.1",".",".",".",".",".",".",".",".","."
"","100
016","36","2.861","27.8","11.1","30.6",".","16.7","11.1","2.8",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","496","2.859","20.2","6.9","44.6","3.2","16.9","5.6","2.6",".",".",".",".",".",".",".",".","."
"","001
211","33","2.985","21.2","15.2","27.3","18.2","15.2","3.0",".",".",".",".",".",".",".",".",".","."
"","211
002","23","3.152","21.7","4.3","65.2",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","003
211","27","3.185","22.2","22.2","40.7",".","14.8",".",".",".",".",".",".",".",".",".",".","."
"","004
211","36","3.056","22.2",".","52.8","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","211
005","40","3.100","12.5","25.0","42.5","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","211
006","39","3.141","20.5","17.9","46.2",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","211
007","36","3.167","25.0","8.3","50.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","211
008","27","3.130","18.5","14.8","44.4","18.5","3.7",".",".",".",".",".",".",".",".",".",".","."
"","009
211","36","3.125","22.2","11.1","47.2","8.3","11.1",".",".",".",".",".",".",".",".",".",".","."
"","010
211","38","3.171","28.9","15.8","31.6","7.9","15.8",".",".",".",".",".",".",".",".",".",".","."
"","011
211","24","3.087","20.8","33.3","20.8","8.3","4.2","4.2","4.2",".",".",".",".",".",".","4.2",".","."
"Intro Managerial Accounting","Course Total","359","3.117","21.4","15.0","42.6","8.9","10.9","0.6","0.3",".",".",".",".",".",".","0.3",".","."
"","001
300","29","3.143","10.3","20.7","51.7","13.8",".",".",".",".",".",".",".",".",".","3.4",".","."
"","300
002","25","3.260","32.0","4.0","52.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","003
300","45","2.967","22.2","17.8","24.4","20.0","8.9","4.4","2.2",".",".",".",".",".",".",".",".","."
"","300
004","44","3.170","13.6","22.7","54.5","2.3","6.8",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","143","3.116","18.9","17.5","44.1","11.2","5.6","1.4","0.7",".",".",".",".",".",".","0.7",".","."
"","001
301","44","3.116","15.9","20.5","45.5","6.8","6.8","2.3",".","2.3",".",".",".",".",".",".",".","."
"","301
002","35","3.257","25.7","37.1","14.3","14.3","5.7","2.9",".",".",".",".",".",".",".",".",".","."
"","301
003","41","3.305","26.8","34.1","22.0","7.3","9.8",".",".",".",".",".",".",".",".",".",".","."
"","301
004","42","3.131","21.4","23.8","31.0","7.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"","301
005","42","2.869","19.0","11.9","28.6","14.3","21.4","4.8",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","204","3.131","21.6","25.0","28.9","9.8","12.3","2.0",".","0.5",".",".",".",".",".",".",".","."
"","001
302","24","3.104","25.0","4.2","54.2","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","002
302","38","3.203","28.9","10.5","42.1","2.6","13.2",".",".",".",".",".",".",".",".","2.6",".","."
"Financial Reporting II","Course Total","62","3.164","27.4","8.1","46.8","4.8","9.7","1.6",".",".",".",".",".",".",".","1.6",".","."
"","310
001","23","3.087","13.0","21.7","43.5","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"","310
002","35","3.357","31.4","22.9","34.3","8.6","2.9",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","58","3.250","24.1","22.4","37.9","10.3","5.2",".",".",".",".",".",".",".",".",".",".","."
