"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","167
003","36","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","Course Total","590","3.207","18.5","31.5","33.6","9.3","5.1","0.7","0.8",".",".",".",".",".","0.2","0.2","0.2","."
"","002
168","321","3.209","19.3","33.3","32.1","8.1","4.0","1.2","1.6",".",".",".",".",".",".","0.3",".","."
"","168
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","Course Total","322","3.209","19.3","33.2","32.0","8.1","4.0","1.2","1.6",".",".",".",".",".",".","0.3",".","0.3"
"Intro to Modern American Lit","169
001","142","3.214","16.9","30.3","36.6","10.6","3.5",".","0.7",".",".",".",".",".",".","1.4",".","."
"","173
001","275","3.133","13.1","33.5","32.7","10.9","6.5","0.7","1.1","0.7",".",".",".",".",".","0.4",".","0.4"
"","173
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Ethnic&Multicultural Lit","Course Total","276","3.133","13.0","33.3","32.6","10.9","6.5","0.7","1.1","0.7",".",".",".",".",".","0.4",".","0.7"
"Freshman Honors Seminar","181
001","17","3.647","47.1","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","19","3.056","10.5","42.1","15.8","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".","5.3"
"","201
003","14","3.538","28.6","42.9","21.4",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"","201
004","17","3.441","47.1","29.4","17.6",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","006
201","16","3.031","12.5","31.3","31.3","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","007
201","17","3.353","35.3","35.3","23.5",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","008
201","17","3.294","41.2","11.8","23.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","201
009","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","17","3.206","35.3","23.5","17.6","17.6",".",".","5.9",".",".",".",".",".",".",".",".","."
"","011
201","15","3.400","33.3","33.3","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","201
012","12","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","159","3.341","32.1","33.3","20.1","6.3","3.8","1.3","1.9",".",".",".",".",".",".","0.6",".","0.6"
"","203
001","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","18","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
203","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
203","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","81","3.765","60.5","32.1","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","215
001","29","3.034","24.1","10.3","31.0","31.0",".",".","3.4",".",".",".",".",".",".",".",".","."
"","215
002","28","3.071","21.4","17.9","32.1","10.7","17.9",".",".",".",".",".",".",".",".",".",".","."
"","215
004","107","3.416","33.6","33.6","24.3","6.5",".",".","1.9",".",".",".",".",".",".",".",".","."
"English Lit before 1800","Course Total","164","3.312","29.9","26.8","26.8","11.6","3.0",".","1.8",".",".",".",".",".",".",".",".","."
"English Lit 1800-Present","216
001","111","3.434","31.5","32.4","27.0","7.2","0.9",".",".",".",".",".",".",".",".",".","0.9","."
"American Lit 1620-Present","217
001","94","3.247","17.0","34.0","35.1","6.4","6.4",".",".","1.1",".",".",".",".",".",".",".","."
"Shakespearean Drama","219
001","180","2.597","7.8","7.2","39.4","12.8","20.0","7.2","3.3","1.1",".",".",".",".",".","0.6",".","0.6"
"","236
001","18","3.639","61.1","11.1","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","236
002","12","3.292","25.0","33.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","236
003","19","3.684","68.4","15.8","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","49","3.571","55.1","18.4","16.3","6.1","4.1",".",".",".",".",".",".",".",".",".",".","."
"","300
001","12","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
300","16","3.719","56.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","15","3.833","86.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","43","3.756","62.8","27.9","7.0","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 201 of 391",""
