"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"PHYSICAL EDUC ACTIVITY PRO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"740
PE ACTIV","","","","","","","","","","","","","","","","","","",""
"Exercise,Nutrition,&Health","100
001","218","2.550","10.6","12.8","20.2","13.3","28.0","8.7","2.8","2.8",".",".",".",".",".","0.5",".","0.5"
"","102
001","12","3.625","33.3","25.0",".","8.3",".",".",".","33.3",".",".",".",".",".",".",".","."
"","102
002","15","3.792","60.0","6.7","13.3",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Beginning Swimming","Course Total","27","3.725","48.1","14.8","7.4","3.7",".",".",".","25.9",".",".",".",".",".",".",".","."
"","111
001","19","3.846","63.2",".",".",".","5.3",".",".","26.3","5.3",".",".",".",".",".",".","."
"","002
111","19","3.861","78.9","10.5",".","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","111
003","24","3.977","87.5","4.2",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Self-defense&Assault Prevnt","Course Total","62","3.906","77.4","4.8",".","1.6","1.6",".",".","12.9","1.6",".",".",".",".",".",".","."
"","125
001","14","4.000","21.4",".",".",".",".",".",".","78.6",".",".",".",".",".",".",".","."
"","125
002","17","4.000","11.8",".",".",".",".",".",".","76.5",".",".",".",".",".",".","11.8","."
"","125
003","12","4.000","25.0",".",".",".",".",".",".","66.7",".",".",".",".",".","8.3",".","."
"","125
004","18","4.000","16.7",".",".",".",".",".",".","72.2",".",".",".",".",".",".","11.1","."
"Adapted Fitness&Pers Traing","Course Total","61","4.000","18.0",".",".",".",".",".",".","73.8",".",".",".",".",".","1.6","6.6","."
"","127
002","20","3.556","15.0","25.0",".","5.0",".",".",".","55.0",".",".",".",".",".",".",".","."
"","127
003","22","3.333","13.6","27.3","18.2","9.1",".",".",".","31.8",".",".",".",".",".",".",".","."
"","127
005","18","3.667","16.7","11.1","5.6",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"","127
006","23","3.423","26.1","21.7","4.3",".",".",".","4.3","43.5",".",".",".",".",".",".",".","."
"Bowling I","Course Total","83","3.453","18.1","21.7","7.2","3.6",".",".","1.2","48.2",".",".",".",".",".",".",".","."
"Running (Aerobic Fitness)","130
001","26","3.763","50.0","11.5","11.5",".",".",".",".","26.9",".",".",".",".",".",".",".","."
"","131
001","19","3.433","31.6","36.8","5.3",".",".",".","5.3","21.1",".",".",".",".",".",".",".","."
"","131
002","15","3.714","66.7","13.3","6.7",".","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"","003
131","18","3.094","22.2","16.7","27.8","11.1","5.6","5.6",".","5.6",".",".",".",".",".",".",".","5.6"
"Cross Traing-Basic Fitness","Course Total","52","3.400","38.5","23.1","13.5","3.8","3.8","1.9","1.9","11.5",".",".",".",".",".",".",".","1.9"
"","132
001","18","3.633","27.8","50.0","5.6",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","132
002","20","3.583","30.0","15.0","10.0","5.0",".",".",".","40.0",".",".",".",".",".",".",".","."
"","132
003","24","3.559","41.7","20.8","4.2",".",".",".","4.2","20.8","4.2",".",".",".","4.2",".",".","."
"","004
132","19","3.346","5.3","36.8","26.3",".",".",".",".","31.6",".",".",".",".",".",".",".","."
"","132
005","20","3.438","10.0","50.0","20.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"","132
006","22","3.406","36.4","22.7","4.5",".","4.5",".","4.5","27.3",".",".",".",".",".",".",".","."
"","132
007","20","3.731","35.0","25.0","5.0",".",".",".",".","35.0",".",".",".",".",".",".",".","."
"","132
008","17","3.269","17.6","29.4","11.8","11.8","5.9",".",".","23.5",".",".",".",".",".",".",".","."
"","009
132","18","3.600","22.2","22.2","11.1",".",".",".",".","44.4",".",".",".",".",".",".",".","."
"","132
010","13","2.938","7.7","23.1","23.1",".",".",".","7.7","38.5",".",".",".",".",".",".",".","."
"Weight Training","Course Total","191","3.470","24.6","29.3","11.5","1.6","1.0",".","1.6","29.3","0.5",".",".",".","0.5",".",".","."
"","133
001","18","3.846","50.0","22.2",".",".",".",".",".","27.8",".",".",".",".",".",".",".","."
"","002
133","24","3.667","54.2","8.3","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","133
003","19","3.500","31.6","21.1","31.6",".",".",".",".","15.8",".",".",".",".",".",".",".","."
"","133
004","19","3.583","21.1","31.6","10.5",".",".",".",".","36.8",".",".",".",".",".",".",".","."
"","133
005","23","3.571","17.4","34.8","8.7",".",".",".",".","34.8","4.3",".",".",".",".",".",".","."
"","133
006","27","3.684","37.0","22.2","11.1",".",".",".",".","29.6",".",".",".",".",".",".",".","."
"Rhythmic/Step Aerobics","Course Total","130","3.642","35.4","23.1","14.6",".",".",".",".","26.2","0.8",".",".",".",".",".",".","."
"","134
002","17","3.417","11.8","41.2","11.8","5.9",".",".",".","23.5",".",".",".",".",".","5.9",".","."
"","134
003","20","3.694","55.0","25.0","5.0",".","5.0",".",".","5.0",".",".",".",".","5.0",".",".","."
"","134
004","13","3.625","53.8","23.1","7.7",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","134
005","22","3.821","54.5",".","4.5","4.5",".",".",".","31.8","4.5",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 95 of 391"
