"","990
028","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
030","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"Advanced Independent Study","999
038","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"B M E
207","Dept. Total","255","3.668","42.4","27.8","11.4","0.8",".",".","0.4","13.7","","0.4",".","",".","","3.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","24","3.521","29.2","50.0","16.7","4.2",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","64","3.279","26.6","42.2","23.4","4.7",".","1.6","1.6",".","",".",".","",".","",".","",".",".",".","."
"Senior","","121","3.506","43.0","36.4","14.9","2.5","3.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","209","3.439","36.4","39.7","17.7","3.3","1.9","0.5","0.5",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","108","3.648","50.9","12.0","7.4","1.9",".",".",".","27.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","319","3.493","41.1","30.7","14.1","2.8","1.3","0.3","0.3","9.4","",".",".","",".","",".","",".",".",".","."
