"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","113
004","20","2.800","15.0","10.0","35.0","30.0",".","5.0","5.0",".",".",".",".",".",".",".",".","."
"","113
007","21","2.571","19.0",".","38.1","9.5","19.0","4.8","9.5",".",".",".",".",".",".",".",".","."
"","113
008","23","2.217","8.7",".","21.7","17.4","30.4","17.4","4.3",".",".",".",".",".",".",".",".","."
"","009
113","23","2.717","4.3","17.4","39.1","21.7","4.3","13.0",".",".",".",".",".",".",".",".",".","."
"","113
010","17","2.471","11.8",".","35.3","11.8","23.5","17.6",".",".",".",".",".",".",".",".",".","."
"","113
011","16","2.633",".","12.5","25.0","31.3","25.0",".",".",".",".",".",".",".",".",".",".","6.3"
"","113
012","17","2.794","17.6","5.9","47.1",".","23.5",".","5.9",".",".",".",".",".",".",".",".","."
"","113
013","18","2.500","27.8","5.6","5.6","5.6","38.9","11.1","5.6",".",".",".",".",".",".",".",".","."
"","014
113","22","2.432","4.5",".","40.9","22.7","13.6","18.2",".",".",".",".",".",".",".",".",".","."
"","113
015","22","2.455","13.6","4.5","27.3","22.7","13.6","9.1","9.1",".",".",".",".",".",".",".",".","."
"","113
017","20","1.825",".",".","15.0","5.0","55.0","15.0","10.0",".",".",".",".",".",".",".",".","."
"","019
113","24","2.521","4.2","4.2","54.2","8.3","12.5","12.5","4.2",".",".",".",".",".",".",".",".","."
"","020
113","18","2.417","11.1",".","38.9","5.6","22.2","22.2",".",".",".",".",".",".",".",".",".","."
"","113
021","6","2.500","16.7","16.7",".","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".","."
"","113
022","21","2.762","23.8","9.5","23.8","19.0","14.3",".","9.5",".",".",".",".",".",".",".",".","."
"","023
113","12","2.625",".","16.7","41.7","8.3","25.0","8.3",".",".",".",".",".",".",".",".",".","."
"","113
025","15","2.633","6.7",".","46.7","20.0","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","026
113","14","2.929","14.3","7.1","57.1","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","370","2.503","10.5","5.9","33.2","14.3","20.0","11.1","4.6",".",".",".",".",".",".",".",".","0.3"
"","001
114","185","2.878","18.4","9.2","31.4","23.8","11.9","3.2","1.6",".",".",".",".",".",".",".","0.5","."
"","114
002","174","2.595","19.5","14.4","23.0","7.5","16.1","9.8","9.2","0.6",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","Course Total","359","2.741","18.9","11.7","27.3","15.9","13.9","6.4","5.3","0.3",".",".",".",".",".",".","0.3","."
"","130
001","17","2.882","17.6","23.5","23.5","11.8","17.6",".","5.9",".",".",".",".",".",".",".",".","."
"","130
002","25","3.160","36.0","20.0","16.0","12.0","12.0",".","4.0",".",".",".",".",".",".",".",".","."
"","130
003","27","3.407","37.0","14.8","40.7","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","004
130","26","3.220","42.3","3.8","30.8",".","15.4","3.8",".",".",".",".",".",".",".",".",".","3.8"
"","130
005","26","3.231","50.0","11.5","11.5","3.8","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","121","3.204","38.0","14.0","24.8","6.6","11.6","2.5","1.7",".",".",".",".",".",".",".",".","0.8"
"","001
131","31","3.435","41.9","19.4","25.8","9.7","3.2",".",".",".",".",".",".",".",".",".",".","."
"","131
002","32","3.531","50.0","21.9","15.6","9.4","3.1",".",".",".",".",".",".",".",".",".",".","."
"","003
131","27","3.444","51.9","11.1","18.5","11.1","7.4",".",".",".",".",".",".",".",".",".",".","."
"","004
131","29","3.414","55.2",".","34.5",".","6.9","3.4",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","119","3.458","49.6","13.4","23.5","7.6","5.0","0.8",".",".",".",".",".",".",".",".",".","."
"","132
001","29","3.483","34.5","34.5","24.1","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"","002
132","29","2.621","17.2","13.8","13.8","6.9","37.9","10.3",".",".",".",".",".",".",".",".",".","."
"","003
132","30","2.633","13.3","6.7","26.7","6.7","43.3","3.3",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","88","2.909","21.6","18.2","21.6","6.8","27.3","4.5",".",".",".",".",".",".",".",".",".","."
"","141
001","33","2.742","15.2","18.2","24.2","21.2","12.1",".","9.1",".",".",".",".",".",".",".",".","."
"","141
002","38","3.000","21.1","18.4","26.3","18.4","13.2",".","2.6",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","71","2.880","18.3","18.3","25.4","19.7","12.7",".","5.6",".",".",".",".",".",".",".",".","."
"","171
001","266","2.396","14.7","7.9","17.7","11.7","30.5","9.4","7.9","0.4",".",".",".",".",".",".",".","."
"","002
171","195","2.800","10.8","23.6","23.6","21.5","11.3","7.2","2.1",".",".",".",".",".",".",".",".","."
"","171
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Calc with Algebra & Trig I","Course Total","462","2.567","13.0","14.5","20.1","15.8","22.3","8.4","5.4","0.2",".",".",".",".",".",".",".","0.2"
"","210
001","94","2.793","26.6","11.7","17.0","12.8","21.3","6.4","4.3",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 246 of 391",""
