"","999
003","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
005","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","",""
"ENVIR ST
360","Dept. Total","1039","3.207","30.8","21.6","16.7","6.7","9.0","1.3","1.3","6.1",".","3.8","",".","2.2","0.1","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","107","3.354","44.9","24.3","8.4","12.1","6.5","0.9","1.9",".",".","0.9","",".",".",".",".",".","."
"Sophomore","","172","3.178","40.7","12.8","15.1","11.0","18.0","1.7",".","0.6",".",".","",".",".",".",".",".","."
"Junior","","240","3.281","41.3","15.4","15.8","12.1","10.8","1.3","1.3","0.8",".",".","",".",".",".","1.3",".","."
"Senior","","358","3.399","46.4","16.5","18.4","7.5","5.6","1.1","1.1","2.8",".",".","",".",".",".","0.3",".","0.3"
"Undergraduates","","877","3.314","43.7","16.4","15.8","10.0","9.6","1.3","1.0","1.5",".","0.1","",".",".",".","0.5",".","0.1"
"Special","","24","3.000","41.7","20.8","4.2","8.3","8.3",".","8.3","4.2",".",".","",".",".",".","4.2",".","."
"Graduate","","254","3.852","61.4","6.3","4.3","1.2",".","0.4",".","17.7","0.4",".","",".","7.1","0.8",".","0.4","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1157","3.380","47.6","14.3","13.1","8.0","7.4","1.0","1.0","5.1","0.1","0.1","",".","1.6","0.2","0.4","0.1","0.1"
