"","999
083","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
087","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
089","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","20","4.000","95.0",".",".",".",".",".",".","5.0","",".",".","",".","",".",".",".",".","."
"MUS PERF
664","Dept. Total","586","3.786","71.3","16.7","7.5","2.0","1.2",".","0.2","0.5","",".",".","",".","",".","0.3",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","45","3.618","44.4","33.3","22.2",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","93","3.779","65.6","26.9","4.3","2.2","1.1",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","112","3.783","69.6","17.0","9.8","2.7","0.9",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","201","3.799","71.6","17.4","7.5","1.0",".","0.5","0.5","1.0","",".",".","",".","",".","0.5",".",".","."
"Undergraduates","","451","3.774","67.2","20.8","8.9","1.6","0.4","0.2","0.2","0.4","",".",".","",".","",".","0.2",".",".","."
"Special","","17","3.957","88.2","5.9",".",".",".",".",".",".","",".",".","",".","",".","5.9",".",".","."
"Graduate","","120","3.942","86.7","10.0","0.8",".",".",".",".","1.7","",".",".","",".","",".",".",".","0.8","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","3.600","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","590","3.818","71.7","18.1","7.1","1.2","0.3","0.2","0.2","0.7","",".",".","",".","",".","0.3",".","0.2","."
