"MATERIALS SCI AND ENGINEERI Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"250","001","","24","3.729","79.2",".","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"250","002","","21","3.238","52.4","14.3","14.3","4.8","4.8",".","9.5",".",".",".",".",".",".",".",".","."
"Intro to Modern Materials","Course Total","","45","3.500","66.7","6.7","13.3","4.4","4.4",".","4.4",".",".",".",".",".",".",".",".","."
"271
Mat Sci&Engr Prob Solvng I","001","","17","3.588","47.1","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"332
Macroprocessing-Materials","001","","22","3.250","22.7","31.8","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"350
Intro to Materials Science","001","","172","3.233","30.2","20.3","29.1","11.0","7.6","1.2","0.6",".",".",".",".",".",".",".",".","."
"351
Struct&Property Rels-Solids","001","","12","2.909","8.3","25.0","16.7","25.0","16.7",".",".",".",".",".",".",".",".","8.3",".","."
"360","001","","6","3.333","33.3","33.3",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"360","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Materials Laboratory I","Course Total","","7","3.357","28.6","42.9",".","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"362
Materials Laboratory III","001","","20","3.550","10.0","90.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"379
Materials Sys&Design Proj I","001","","17","3.618","35.3","52.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"401
Special Topics in Mat Sci&Engr","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"423
Nuclear Engr Materials","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"433
Principles of Corrosion","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"448
Crystallog & Xray Diffractn","001","","27","3.500","25.9","48.1","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"451
Intro to Ceramic Materials","001","","27","2.981","25.9","11.1","25.9","22.2","7.4","7.4",".",".",".",".",".",".",".",".",".","."
"474
Rock Mechanics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"530
Thermodynamics of Solids","001","","21","3.262","19.0","28.6","38.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"752
Adv Matls Sci-Phase Transfm","001","","17","3.235","29.4","23.5","17.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"770
Surf&Interface Characterztn","001","","18","3.643","44.4","11.1","22.2",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","8","",".",".",".",".",".",".",".","62.5",".",".",".","37.5",".",".",".","."
"803","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"803","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"803","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"803","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"803","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"803","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics-Materials Sci","Course Total","","18","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"890","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 135 of 391",""
