"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2657","3.231","31.6","15.2","22.2","11.4","11.0","1.0","0.4","1.7","",".","4.6",".","0.7","0.2","0.0",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.550","57.1","14.3","28.6",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","15","3.483","46.7","13.3","40.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","22","3.311","40.9","18.2","22.7","9.1","4.5",".","4.5",".","",".",".",".",".",".",".",".","."
"Senior","","86","3.122","33.7","12.8","12.8","18.6","17.4",".","2.3",".","",".",".",".",".","1.2","1.2",".","."
"Undergraduates","","130","3.202","37.7","13.8","18.5","13.8","12.3",".","2.3",".","",".",".",".",".","0.8","0.8",".","."
"Special","","22","3.577","40.9","31.8","13.6","9.1",".",".",".","4.5","",".",".",".",".",".",".",".","."
"Graduate","","134","3.927","53.7","4.5","1.5","0.7",".",".",".","26.1","",".",".",".","13.4",".",".",".","."
"Prof Yr 1","","651","3.109","32.0","19.2","23.2","14.0","10.3","1.1","0.3",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","789","2.998","26.1","14.3","28.5","16.5","12.5","1.1","0.8",".","",".",".",".",".","0.1",".",".","."
"Prof Yr 3","","599","3.198","33.9","23.4","23.7","10.5","7.7","0.2","0.5",".","",".",".",".",".","0.2",".",".","."
"Prof Yr 4","","193","3.899","88.1","7.3","3.1","0.5","0.5","0.5",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2232","3.293","35.3","17.6","23.5","12.8","9.5","0.8","0.5",".","",".",".",".",".","0.1",".",".","."
"","College Total","2518","3.304","36.4","16.8","22.0","12.2","9.1","0.7","0.6","1.4","",".",".",".","0.7","0.1","0.0",".","."
