"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"","100
001","38","3.276","44.7","15.8","21.1","7.9","2.6","5.3","2.6",".",".",".",".",".",".",".",".","."
"","002
100","39","3.350","17.9","30.8","17.9","7.7","2.6",".",".","17.9","5.1",".",".",".",".",".",".","."
"","003
100","24","3.196","33.3","12.5","37.5",".","8.3",".","4.2","4.2",".",".",".",".",".",".",".","."
"Introduction to Folklore","Course Total","101","3.280","31.7","20.8","23.8","5.9","4.0","2.0","2.0","7.9","2.0",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","17","3.406","47.1","5.9","23.5","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"The African Storyteller","210
001","110","2.534","10.0","10.9","21.8","22.7","14.5","10.0","4.5","3.6","1.8",".",".",".",".",".",".","."
"The Folk Tale","220
001","32","3.403","21.9","34.4","40.6",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"Folklore of Wisconsin","320
001","43","3.650","41.9","37.2","14.0",".",".",".",".","7.0",".",".",".",".",".",".",".","."
"Intro-Africn-Amer Performnc","329
001","21","4.000","90.5",".",".",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342
001","18","3.742","61.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Javanese Performance","353
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Indian Folklore","394
001","22","3.500","45.5","36.4","13.6",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","399
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Musical Cultures-World","401
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"African Poetry","411
001","14","3.054","7.1","42.9","28.6","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"Practicum in Public Folklore","491
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-American Folklore","630
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independ Stdy-Folklore Grad","699
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FOLKLORE
380","Dept. Total","400","3.231","34.3","20.0","20.3","8.8","5.5","3.5","2.0","4.8","1.0",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","2.988","17.2","20.7","24.1","24.1","10.3","3.4",".",".",".",".",".",".",".",".",".","."
"Sophomore","","95","3.143","18.9","33.7","25.3","9.5","6.3","2.1","2.1","1.1",".",".",".",".",".","1.1",".","."
"Junior","","124","3.007","21.8","21.8","22.6","11.3","13.7","4.0","1.6","3.2",".",".",".",".",".",".",".","."
"Senior","","174","3.199","25.9","21.8","24.1","8.0","7.5","1.1","1.7","9.2",".",".",".",".","0.6",".",".","."
"Undergraduates","","422","3.113","22.5","24.4","23.9","10.4","9.2","2.4","1.7","5.0",".",".",".",".","0.2","0.2",".","."
"Special","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","428","3.124","23.4","24.1","23.6","10.3","9.1","2.3","1.6","5.1",".",".",".",".","0.2","0.2",".","."
