"BUS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","300
001","","12","3.958","91.7","8.3",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","300
003","","11","3.773","72.7","18.2",".","9.1",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Actuarial Science Methods","Course Total","","23","3.870","82.6","13.0",".","4.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Actuarial Mathematics 1","650
001","","28","3.148","21.4","21.4","32.1","7.1","14.3",".","",".","","3.6",".","",".",".","",".","",".","",".",".","."
"Risk Theory and Credibility","652
001","","25","3.063","32.0","12.0","24.0",".","24.0","4.0","",".","","4.0",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","","76","3.207","43.4","15.8","19.7","3.9","13.2","","1.3","",".","2.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","8","3.625","87.5",".",".","12.5",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","29","3.593","72.4","6.9","17.2",".","3.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","47","3.217","34.0","14.9","23.4","10.6","8.5","",".","",".","8.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","84","3.363","52.4","10.7","19.0","7.1","6.0","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Special","","","1","2.000",".",".",".",".","100.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","8","3.938","87.5","12.5",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","93","3.408","54.8","10.8","17.2","6.5","6.5","",".","",".","4.3","",".",".","",".","",".","",".",".",".","."
