"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","25","2.380","8.0","8.0","24.0","12.0","36.0","4.0","8.0",".",".",".",".",".",".",".",".","."
"","112
002","19","2.474","10.5","5.3","26.3","5.3","47.4",".","5.3",".",".",".",".",".",".",".",".","."
"","112
003","19","2.158","15.8",".","15.8","10.5","31.6","15.8","10.5",".",".",".",".",".",".",".",".","."
"","004
112","23","2.609","26.1",".","30.4",".","30.4","4.3","8.7",".",".",".",".",".",".",".",".","."
"","112
005","20","2.325","15.0",".","20.0","15.0","30.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","006
112","19","2.158","10.5","5.3","10.5","26.3","26.3","5.3","15.8",".",".",".",".",".",".",".",".","."
"","007
112","21","2.286","14.3","9.5","4.8",".","57.1","9.5","4.8",".",".",".",".",".",".",".",".","."
"","112
008","18","2.056","16.7",".","11.1",".","44.4","16.7","11.1",".",".",".",".",".",".",".",".","."
"","112
009","22","2.091","4.5","4.5","31.8","4.5","31.8","4.5","18.2",".",".",".",".",".",".",".",".","."
"","010
112","15","2.533","33.3","6.7",".","6.7","40.0",".","13.3",".",".",".",".",".",".",".",".","."
"","014
112","19","2.368","10.5","10.5","26.3",".","36.8","5.3","10.5",".",".",".",".",".",".",".",".","."
"","015
112","24","2.458","12.5",".","25.0",".","58.3","4.2",".",".",".",".",".",".",".",".",".","."
"","112
016","25","2.120","12.0","4.0","12.0","12.0","36.0","12.0","12.0",".",".",".",".",".",".",".",".","."
"","017
112","19","2.316","15.8","5.3","10.5","15.8","36.8","5.3","10.5",".",".",".",".",".",".",".",".","."
"","112
018","20","1.950","10.0","10.0","15.0","10.0","20.0","10.0","25.0",".",".",".",".",".",".",".",".","."
"","019
112","24","2.229","12.5","8.3","16.7","4.2","37.5","8.3","12.5",".",".",".",".",".",".",".",".","."
"","112
022","17","2.559","17.6",".","29.4","17.6","23.5","5.9","5.9",".",".",".",".",".",".",".",".","."
"","112
023","20","2.325","10.0","5.0","5.0","10.0","65.0","5.0",".",".",".",".",".",".",".",".",".","."
"","112
024","25","2.400","12.0","12.0","16.0","4.0","44.0","4.0","8.0",".",".",".",".",".",".",".",".","."
"","112
025","22","2.364","9.1","4.5","31.8","4.5","36.4","4.5","9.1",".",".",".",".",".",".",".",".","."
"","112
026","24","2.021","16.7","4.2","16.7",".","29.2","12.5","20.8",".",".",".",".",".",".",".",".","."
"","112
027","21","2.025","9.5",".","14.3","4.8","47.6","4.8","14.3",".",".",".",".",".",".","4.8",".","."
"","112
028","23","2.370","17.4","13.0","17.4",".","30.4","8.7","13.0",".",".",".",".",".",".",".",".","."
"","112
030","22","2.432","36.4",".","9.1","4.5","27.3","4.5","18.2",".",".",".",".",".",".",".",".","."
"","031
112","22","2.295","9.1","9.1","13.6","4.5","45.5","18.2",".",".",".",".",".",".",".",".",".","."
"","112
032","27","2.630","14.8","3.7","33.3","3.7","40.7",".","3.7",".",".",".",".",".",".",".",".","."
"","033
112","18","2.667","22.2","11.1","11.1",".","50.0","5.6",".",".",".",".",".",".",".",".",".","."
"","112
034","25","2.120","16.0",".","4.0","8.0","52.0","12.0","8.0",".",".",".",".",".",".",".",".","."
"","112
035","27","2.204","7.4","14.8","11.1","3.7","44.4","7.4","11.1",".",".",".",".",".",".",".",".","."
"","112
037","17","2.441","5.9","5.9","29.4","23.5","23.5","5.9","5.9",".",".",".",".",".",".",".",".","."
"","112
039","10","1.500",".","10.0",".","10.0","40.0","10.0","30.0",".",".",".",".",".",".",".",".","."
"","112
040","22","2.182","9.1","4.5","4.5","13.6","54.5","9.1","4.5",".",".",".",".",".",".",".",".","."
"","112
041","25","2.480","8.0","4.0","28.0","12.0","44.0",".","4.0",".",".",".",".",".",".",".",".","."
"","042
112","26","2.846","19.2","7.7","42.3","7.7","15.4","3.8","3.8",".",".",".",".",".",".",".",".","."
"","043
112","16","2.844","37.5","6.3","18.8",".","25.0","6.3","6.3",".",".",".",".",".",".",".",".","."
"","048
112","16","2.688","31.3","12.5","6.3",".","37.5","6.3","6.3",".",".",".",".",".",".",".",".","."
"","049
112","19","2.658","26.3",".","21.1","5.3","42.1",".","5.3",".",".",".",".",".",".",".",".","."
"","112
050","17","2.471","23.5","5.9","11.8","5.9","41.2",".","11.8",".",".",".",".",".",".",".",".","."
"","051
112","11","2.000","18.2",".","18.2",".","36.4",".","27.3",".",".",".",".",".",".",".",".","."
"","056
112","19","2.158","26.3","5.3","21.1","5.3","5.3","5.3","31.6",".",".",".",".",".",".",".",".","."
"","112
057","21","2.275","4.8","4.8","19.0",".","57.1","9.5",".",".",".",".",".",".",".","4.8",".","."
"","112
058","19","1.921",".",".","26.3","5.3","42.1","15.8","10.5",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","863","2.329","14.8","5.3","18.2","6.5","38.4","6.8","9.7",".",".",".",".",".",".","0.2",".","."
"","001
113","15","2.667","6.7","13.3","40.0","13.3","13.3","13.3",".",".",".",".",".",".",".",".",".","."
"","113
002","10","2.000","10.0",".","20.0",".","40.0","20.0","10.0",".",".",".",".",".",".",".",".","."
"","003
113","16","2.063","6.3","12.5","25.0","12.5","6.3","18.8","18.8",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 245 of 391",""
