"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"681","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","3.917","62.5","12.5",".",".",".",".",".",".",".",".",".","25.0",".",".",".","."
"682
Senior Honors Thesis","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690
Thesis Colloquium","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"691","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","13","3.722","69.2","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"755","001","","8","3.804","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"755","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prosem-S E Asian History","Course Total","","9","3.827","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"805
Seminar-Medieval History","001","","7","3.833","57.1","28.6",".",".",".",".",".",".",".",".",".","14.3",".",".",".","."
"831
Sem-Hist of Early Mod Brtin","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"837
Smr: Mod Britain & Ireland","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"849
Smr-Rus Emp & Mod Se Eur","001","","9","4.000","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","77.8","."
"858
Smr-Prob of Islamic History","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"866
Smr-Soc Hist Modern Europe","001","","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","002","","19","3.918","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","004","","17","3.933","76.5","11.8",".",".",".",".",".","5.9",".",".",".",".","5.9",".",".","."
"Studies in American History","Course Total","","50","3.915","80.0","16.0",".",".",".",".",".","2.0",".",".",".",".","2.0",".",".","."
"902
Rsch Smr: American History","001","","14","3.885","71.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"963
Amer Religious History to 1860","001","","17","3.469","17.6","52.9","23.5",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"982
Smr-Latin American Area","001","","14","3.853","64.3","28.6",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
