"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","453","2.696","14.6","10.6","30.0","11.5","23.0","7.7","2.0","0.2",".",".",".",".","0.2",".",".","0.2"
"","002
101","459","2.669","14.2","8.9","32.5","9.8","23.7","9.6","1.3",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","912","2.682","14.4","9.8","31.3","10.6","23.4","8.7","1.6","0.1",".",".",".",".","0.1",".",".","0.1"
"","102
001","25","3.480","36.0","32.0","24.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","27","3.769","70.4","11.1","11.1","3.7",".",".",".",".",".",".",".",".",".","3.7",".","."
"","003
102","26","3.596","46.2","26.9","26.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
102","27","3.444","33.3","37.0","25.9",".",".","3.7",".",".",".",".",".",".",".",".",".","."
"","102
005","26","3.692","61.5","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","006
102","27","3.444","25.9","51.9","11.1","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"","007
102","26","3.154","19.2","38.5","19.2","7.7","11.5","3.8",".",".",".",".",".",".",".",".",".","."
"","102
008","26","3.635","57.7","19.2","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","009
102","26","3.827","76.9","11.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","23","3.543","43.5","30.4","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","26","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
012","26","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","25","3.600","40.0","48.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
014","28","3.482","28.6","50.0","14.3","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","102
015","28","3.857","75.0","21.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
102","26","3.520","46.2","34.6","7.7","3.8",".",".","3.8",".",".",".",".",".",".","3.8",".","."
"","102
017","27","3.574","44.4","33.3","14.8","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","018
102","27","3.574","59.3","22.2","11.1","3.7",".",".","3.7",".",".",".",".",".",".",".",".","."
"","019
102","27","3.426","33.3","29.6","29.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"","102
020","24","3.521","37.5","29.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
021","26","3.365","34.6","19.2","34.6","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"","022
102","23","3.652","73.9","13.0","4.3","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","023
102","26","3.327","26.9","23.1","38.5","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
024","23","3.413","34.8","30.4","17.4","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"","025
102","11","3.045","27.3","18.2","27.3","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","632","3.548","46.7","28.3","17.4","5.1","1.3","0.5","0.5",".",".",".",".",".",".","0.3",".","."
"","151
001","200","2.781","18.5","5.0","41.0","4.5","21.0","9.0","0.5",".",".",".",".",".",".",".","0.5","."
"","002
151","190","2.992","17.9","14.2","41.1","6.3","17.9","1.6","0.5",".",".",".",".",".",".",".",".","0.5"
"","151
003","179","3.271","33.5","12.3","39.1","6.1","8.4","0.6",".",".",".",".",".",".",".",".",".","."
"","151
321","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Biology","Course Total","570","3.006","23.0","10.4","40.4","5.6","16.0","3.9","0.4",".",".",".",".",".",".",".","0.2","0.4"
"Introductory Biology","001
152","139","3.183","30.9","13.7","33.1","7.2","14.4","0.7",".",".",".",".",".",".",".",".",".","."
"Heredity","160
001","15","2.500","13.3","13.3","13.3","6.7","20.0","20.0",".",".",".",".",".",".",".",".","6.7","6.7"
"Directed Study","199
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Biology and Society","220
001","27","3.630","48.1","37.0","11.1",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","28","3.315","25.0","25.0","35.7","7.1","3.6",".",".","3.6",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","117","2.909","19.7","20.5","23.9","11.1","13.7","8.5","0.9","0.9",".",".",".",".",".","0.9",".","."
"","316
001","20","3.100","15.0","20.0","35.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
316","21","3.500","42.9","14.3","33.3","4.8",".",".",".",".",".",".",".",".",".","4.8",".","."
"","003
316","13","3.731","69.2","7.7","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","54","3.406","38.9","14.8","31.5","13.0",".",".",".",".",".",".",".",".",".","1.9",".","."
