"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11229","3.284","35.6","21.0","18.2","8.1","6.3","1.4","0.8","5.3","0.1","0.2",".","2.5","0.2","0.2","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","367","3.106","32.2","22.6","22.1","7.9","11.2","1.1","2.7",".",".",".",".",".",".","0.3",".","."
"Sophomore","","1053","2.993","30.7","20.8","21.5","10.2","11.8","3.1","1.6","0.2",".",".",".",".",".","0.2",".","."
"Junior","","2124","3.121","31.4","21.0","24.4","11.2","7.7","2.8","1.3","0.2",".",".",".",".",".",".",".","."
"Senior","","4110","3.244","35.9","22.7","21.1","8.7","7.9","1.8","0.7","1.1",".",".",".",".","0.1","0.0","0.0","."
"Undergraduates","","7654","3.173","33.8","22.0","22.1","9.5","8.5","2.2","1.1","0.7",".",".",".",".","0.1","0.1","0.0","."
"Special","","153","3.061","39.9","12.4","11.8","5.2","8.5","5.9","3.9","6.5",".","2.0",".",".","3.3","0.7",".","."
"Graduate","","2619","3.696","39.2","13.9","7.3","1.2","0.3","0.0","0.2","22.1","0.2","4.0","0.2","10.0","0.8","0.0","0.5","0.1"
"","College Total","10426","3.263","35.2","19.8","18.2","7.4","6.5","1.7","0.9","6.1","0.0","1.0","0.0","2.5","0.3","0.1","0.1","0.0"
