"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11666","3.685","54.9","17.9","8.7","2.4","1.6","0.4","0.5","6.8","0.1","4.6","0.0","0.9","0.5","0.3","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","784","3.415","44.5","24.0","16.8","4.8","4.3","1.8","0.6","2.3","0.1",".",".",".",".","0.5","0.1","."
"Sophomore","","1533","3.608","53.9","24.5","10.5","3.1","2.3","1.0","0.2","4.0",".",".",".",".","0.1","0.3",".","0.1"
"Junior","","2052","3.644","54.9","21.8","10.2","2.6","1.6","0.4","0.7","5.1","0.0","2.2",".",".",".","0.4",".","0.0"
"Senior","","4729","3.745","55.1","17.2","7.1","1.5","1.0","0.2","0.3","8.6","0.1","8.0","0.1",".","0.1","0.3","0.1","0.2"
"Undergraduates","","9098","3.672","54.0","20.1","9.2","2.3","1.6","0.5","0.4","6.5","0.1","4.6","0.0",".","0.1","0.4","0.1","0.1"
"Special","","580","3.856","61.4","9.5","3.3","0.9","0.7",".","0.5","11.9","1.0","6.4",".",".","1.6","0.3","2.4","0.2"
"Graduate","","2375","3.892","63.4","8.4","2.8","0.3","0.2",".","0.1","16.0","0.3","1.6",".","4.5","2.1","0.2","0.0","0.1"
"Prof Yr 1","","19","3.222","15.8","10.5",".","5.3","5.3",".",".","63.2",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","20","3.827","50.0","5.0","10.0",".",".",".",".","25.0","5.0",".",".",".","5.0",".",".","."
"Professionals","","44","3.726","40.9","6.8","4.5","2.3","2.3",".",".","38.6","2.3",".",".",".","2.3",".",".","."
"","College Total","12097","3.723","56.1","17.2","7.6","1.9","1.3","0.4","0.4","8.8","0.2","4.1","0.0","0.9","0.6","0.3","0.2","0.1"
