"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","",""
"","230
001","","16","3.719","87.5","6.3",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","230
002","","14","3.917","78.6",".","7.1",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Intro-Rsrce Based Recreatn","Course Total","","30","3.804","83.3","3.3","3.3",".",".",".","3.3","6.7",".",".",".",".",".",".",".","."
"","299
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Intro-Aerial Photo Systems","301
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elec-op&Micro Remote Sensng","302
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Remote Sensng Digtl Image","303
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Nutrnt Mgmt: Nursery Trees","336
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","402
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","402
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Dendrology","Course Total","","6","2.833","33.3",".",".","33.3","33.3",".",".",".",".",".",".",".",".",".",".","."
"Geom Anal-Vert Aerial Photo","403
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tree Physiology","415
001","","16","3.538","50.0",".","25.0",".","6.3",".",".","18.8",".",".",".",".",".",".",".","."
"The Vegetation of Wisconsin","455
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"General Ecology","460
001","","7","2.571",".","14.3","28.6","42.9",".","14.3",".",".",".",".",".",".",".",".",".","."
"Insects&Diseases-Forest Mgt","500
001","","15","2.800","13.3","6.7","46.7","6.7","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"Forest Ecology","550
001","","34","3.328","50.0","14.7","14.7","5.9","8.8",".","5.9",".",".",".",".",".",".",".",".","."
"","571
001","","13","3.346","23.1","23.1","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
571","","13","3.538","46.2","23.1","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Meth for Bioscience I","Course Total","","26","3.442","34.6","23.1","38.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Integrated Resource Mgmt","590
001","","16","3.656","43.8","43.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsrce Pol-Outdoor Recreatn","630
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","8","3.577","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc Pol&Mgmt-National Parks","749
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790
013","","6","3.826","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","790
016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790
024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","8","3.857","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875
001","","9","3.893","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875
003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","16","3.923","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloq-Forestry&Forest Prod","901
001","","8","3.833","25.0","12.5",".",".",".",".",".","62.5",".",".",".",".",".",".",".","."
"","990
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 24 of 391"
