"L&S","","","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"WOMEN ST
963","Dept. Total","1085","3.434","36.4","32.6","19.3","5.6","3.8","0.5","0.7","0.6","",".",".","",".","",".",".",".","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.207","20.7","41.4","17.2","13.8","3.4",".","3.4",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","191","3.400","26.2","36.6","29.3","5.2","2.1",".",".",".","",".",".","",".","",".",".",".","0.5","."
"Junior","","319","3.474","36.1","37.9","16.0","3.1","3.8","0.6","0.6","0.6","",".",".","",".","",".","0.9","0.3",".","."
"Senior","","443","3.543","45.1","26.9","15.3","3.8","2.3","0.9","0.7","5.0","",".",".","",".","",".",".",".",".","."
"Undergraduates","","982","3.483","37.8","32.8","18.3","4.2","2.7","0.6","0.6","2.4","",".",".","",".","",".","0.3","0.1","0.1","."
"Special","","5","3.875","60.0","20.0",".",".",".",".",".","20.0","",".",".","",".","",".",".",".",".","."
"Graduate","","24","3.905","75.0","8.3","4.2",".",".",".",".",".","",".",".","",".","",".","8.3",".","4.2","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1013","3.493","38.8","32.1","18.0","4.0","2.7","0.6","0.6","2.5","",".",".","",".","",".","0.5","0.1","0.2","."
