"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"330
Ethology","001","","129","2.930","31.0","5.4","29.5","8.5","17.1","6.2","2.3",".",".",".",".",".",".",".",".","."
"360
Extinction of Species","001","","198","3.235","31.3","20.7","27.3","11.1","7.1","2.0","0.5",".",".",".",".",".",".",".",".","."
"380","001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"380","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Proseminar","Course Total","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"400
Topics in Biology","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"430
Compar Anatomy-Vertebrates","001","","106","3.066","35.8","11.3","19.8","7.5","19.8","5.7",".",".",".",".",".",".",".",".",".","."
"460
General Ecology","001","","54","3.185","29.6","11.1","40.7","3.7","14.8",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","77","2.656","15.6","13.0","19.5","14.3","27.3","9.1","1.3",".",".",".",".",".",".",".",".","."
"504
Biophysical Ecology","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"523
Neurobiology","001","","93","3.566","57.0","18.3","11.8","6.5","6.5",".",".",".",".",".",".",".",".",".",".","."
"540
Theoretical Ecology","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Cell Biology","001","","151","3.053","29.8","3.3","39.7","4.6","20.5","0.7","0.7","0.7",".",".",".",".",".",".",".","."
"619
Biology of Mind","001","","88","3.494","45.5","15.9","30.7","4.5","2.3",".",".",".",".",".",".",".",".",".",".","1.1"
"630
Cellulr Signal Transductn Mech","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"679","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"679","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Progress Seminar","Course Total","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","026","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","14","4.000","85.7",".",".",".",".",".",".",".",".",".",".","14.3",".",".",".","."
"682","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","048","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","009","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
