"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to International Studies","301
001","","64","2.930","23.4","20.3","18.8","15.6","14.1","","4.7","","3.1","",".","",".","",".",".","",".","",".","",".",".","."
"Growth&Develpmt Global Econ","374
001","","12","3.045","25.0","16.7","16.7","8.3","25.0","",".","",".","",".","",".","",".",".","",".","",".","","8.3",".","."
"Topics in Global Security","601
002","","17","3.618","47.1","35.3","11.8","5.9","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Topics-Intl Pol Econ&Pol St","602
001","","16","3.563","62.5",".","31.3",".","6.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Topics:Culture-Age of Globlztn","603
001","","7","3.500","42.9","28.6","14.3","14.3","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Topics-Intl Rel&Environment","606
001","","9","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"INTL ST
504","Dept. Total","","125","3.200","38.4","18.4","17.6","10.4","","10.4","","2.4","","1.6","",".","",".",".","",".","",".","",".","0.8",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","3.500","50.0",".","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.667","46.7","40.0","13.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","3.658","47.4","36.8","15.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","20","3.650","45.0","40.0","15.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
