"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"469
Internal Combustion Engines","001","","38","3.122","23.7","18.4","21.1","26.3","7.9",".",".","2.6",".",".",".",".",".",".",".","."
"491","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","017","","7","3.450","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","25","3.794","72.0","8.0","12.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"491","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","39","3.800","66.7","15.4","12.8",".","5.1",".",".",".",".",".",".",".",".",".",".","."
"492","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","050","","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"512
Inspectn,Qual Cntrl&Relblty","001","","6","3.250","16.7","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrk","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"549
Product Design","001","","21","3.357","23.8","28.6","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"561
Intermediate Thermodynamics","001","","19","3.441","21.1","36.8","31.6",".",".",".",".","5.3",".",".",".",".",".","5.3",".","."
"567
Solar Energy Technology","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569
Applied Combustion","001","","17","3.529","47.1","35.3","11.8",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"570
Experimental Mechanics","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"572
Intermediate Gas Dynamics","001","","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"573","001","","20","3.895","80.0","10.0","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"573","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"573","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Computational Fluid Dynamcs","Course Total","","22","3.900","77.3","9.1","4.5",".",".",".",".","4.5",".",".",".",".","4.5",".",".","."
"601","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"601","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"601","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"601","007","","33","3.422","30.3","30.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".","3.0","."
"601","008","","14","3.346","28.6","21.4","28.6","14.3",".",".",".","7.1",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","51","3.427","31.4","27.5","25.5","9.8",".",".",".","2.0",".",".",".",".","2.0",".","2.0","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","13","3.903","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Advanced Polymer Processing","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"746","001","","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 131 of 391",""
