"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","302
001","131","2.592","16.8","11.5","28.2","7.6","18.3","11.5","6.1",".",".",".",".",".",".",".",".","."
"","302
002","139","2.673","18.0","11.5","23.0","13.7","18.7","8.6","4.3","2.2",".",".",".",".",".",".",".","."
"","302
003","20","2.684","10.0","10.0","45.0","10.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".","5.0"
"","302
004","19","2.111","10.5",".","5.3","10.5","47.4","21.1",".",".",".",".",".",".",".","5.3",".","."
"","005
302","19","2.474","5.3","21.1","31.6","10.5","10.5","10.5","10.5",".",".",".",".",".",".",".",".","."
"","006
302","19","2.000","5.3","5.3","31.6","5.3","10.5","21.1","15.8",".","5.3",".",".",".",".",".",".","."
"","302
007","21","2.452","4.8","4.8","52.4","9.5","9.5","9.5","9.5",".",".",".",".",".",".",".",".","."
"","302
008","14","3.038","21.4","21.4","14.3","14.3","21.4",".",".","7.1",".",".",".",".",".",".",".","."
"","302
009","13","2.577","30.8","15.4","7.7","7.7","15.4","7.7","15.4",".",".",".",".",".",".",".",".","."
"","010
302","19","2.553","26.3",".","21.1","15.8","15.8","15.8","5.3",".",".",".",".",".",".",".",".","."
"","011
302","19","2.667","26.3",".","26.3","10.5","15.8","10.5","5.3",".",".",".",".",".",".",".",".","5.3"
"","302
012","18","2.778","27.8",".","27.8","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".","."
"","013
302","19","2.711","21.1","15.8","26.3","10.5","10.5","5.3","10.5",".",".",".",".",".",".",".",".","."
"","302
014","19","2.895","31.6",".","26.3","21.1","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"","015
302","19","2.500","15.8","5.3","15.8","21.1","31.6","5.3","5.3",".",".",".",".",".",".",".",".","."
"","302
017","15","3.033","20.0","33.3","20.0",".","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","302
019","20","2.400","10.0",".","25.0","30.0","15.0","20.0",".",".",".",".",".",".",".",".",".","."
"","302
020","19","2.361","10.5","5.3","21.1","21.1","15.8","15.8","5.3",".",".",".",".",".",".","5.3",".","."
"Introduction to Programming","Course Total","562","2.597","17.1","9.6","25.6","12.1","17.8","10.9","5.3","0.7","0.2",".",".",".",".","0.4",".","0.4"
"Prob Solvng Using Computers","310
001","244","3.035","10.7","14.3","57.0","13.1","2.5","2.0","0.4",".",".",".",".",".",".",".",".","."
"","352
001","49","3.691","73.5","10.2","8.2",".",".",".","4.1",".",".",".",".",".","4.1",".",".","."
"","352
002","48","3.031","27.1","18.8","22.9","8.3","18.8","2.1","2.1",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","97","3.358","50.5","14.4","15.5","4.1","9.3","1.0","3.1",".",".",".",".",".","2.1",".",".","."
"","354
001","52","2.471","7.7","13.5","23.1","26.9","15.4","1.9","11.5",".",".",".",".",".",".",".",".","."
"","354
002","56","2.839","21.4","12.5","25.0","16.1","17.9","3.6","3.6",".",".",".",".",".",".",".",".","."
"","004
354","60","2.875","23.3","16.7","23.3","11.7","16.7","3.3","5.0",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","168","2.738","17.9","14.3","23.8","17.9","16.7","3.0","6.5",".",".",".",".",".",".",".",".","."
"","367
001","54","2.972","31.5","20.4","16.7","7.4","13.0",".","9.3","1.9",".",".",".",".",".",".",".","."
"","002
367","55","2.991","21.8","21.8","20.0","20.0","9.1","7.3",".",".",".",".",".",".",".",".",".","."
"","367
003","31","3.210","29.0","22.6","32.3","6.5","6.5",".","3.2",".",".",".",".",".",".",".",".","."
"","367
004","63","3.357","31.7","23.8","30.2","12.7","1.6",".",".",".",".",".",".",".",".",".",".","."
"","005
367","68","2.960","27.9","13.2","22.1","8.8","11.8","4.4","4.4","7.4",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","271","3.092","28.4","19.9","23.6","11.4","8.5","2.6","3.3","2.2",".",".",".",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","67","2.621","19.4","19.4","13.4","10.4","19.4","7.5","9.0",".",".",".",".",".",".",".","1.5","."
"","475
001","19","3.105","36.8","21.1","10.5","10.5","15.8",".","5.3",".",".",".",".",".",".",".",".","."
"","475
002","12","3.167","50.0","8.3","16.7","8.3","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","31","3.129","41.9","16.1","12.9","9.7","12.9",".","6.5",".",".",".",".",".",".",".",".","."
"Intro-Theoretical Comp Sci","520
001","32","2.875","34.4","12.5","15.6","6.3","15.6","12.5","3.1",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","65","2.962","40.0","12.3","12.3","10.8","10.8","7.7","6.2",".",".",".",".",".",".",".",".","."
"","001
536","35","3.246","22.9","37.1","17.1","8.6","11.4",".",".",".",".",".",".",".",".",".","2.9","."
"","536
002","39","2.914","20.5","35.9","17.9","7.7","5.1","5.1","7.7",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","Course Total","74","3.073","21.6","36.5","17.6","8.1","8.1","2.7","4.1",".",".",".",".",".",".",".","1.4","."
"","537
001","50","3.053","16.0","16.0","50.0","12.0","4.0",".","2.0",".",".",".",".",".",".",".",".","."
