"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","","",""
"","301","003","","15","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301","004","","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301","005","","15","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","","Course Total","","74","3.703","45.9","48.6","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","302","001","","13","3.738","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305","001","","15","3.731","53.3","20.0","13.3",".",".",".",".","6.7",".",".",".",".",".",".",".","6.7"
"","307","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307","002","","13","3.615","23.1","76.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","","Course Total","","24","3.750","54.2","41.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","309","001","","18","3.794","66.7","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","5.6"
"","316","001","","13","3.654","84.6","7.7",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","316","002","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","","Course Total","","26","3.788","84.6","11.5",".",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"Writing for the Marketplace","317","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","","21","3.357","61.9","4.8","4.8","9.5","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"Structure of English-Tchrs","324","001","","18","3.706","55.6","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","5.6"
"ESL:Acad Presentatns & Disc","326","001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327","001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","002","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","003","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","328","005","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","","Course Total","","55","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"The Structure of English","329","001","","32","3.226","46.9","6.3","9.4","18.8","12.5","3.1",".",".",".",".",".",".","3.1",".",".","."
"English Phonology","330","001","","23","3.674","60.9","21.7","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Lang Learning","333","001","","13","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Theory & Prac","334","001","","11","3.650","54.5","18.2","9.1","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"English in Society","336","001","","28","3.625","64.3","7.1","21.4","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","","30","3.183","20.0","10.0","60.0","6.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"Soph Honors: Rsch Meth-English","381","001","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eng Drama Pre Shakespeare","411","001","","32","2.766","6.3","18.8","37.5","15.6","15.6","3.1","3.1",".",".",".",".",".",".",".",".","."
"","417","001","","27","3.327","33.3","22.2","18.5","18.5","3.7",".",".",".",".",".",".",".",".","3.7",".","."
"","417","002","","28","2.500","17.9","3.6","17.9","17.9","17.9","14.3","3.6",".",".",".",".",".","7.1",".",".","."
"","417","003","","34","3.676","47.1","44.1","5.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","","Course Total","","89","3.215","33.7","24.7","13.5","12.4","6.7","4.5","1.1",".",".",".",".",".","2.2","1.1",".","."
"Milton","434","001","","30","3.283","30.0","20.0","36.7","10.0",".","3.3",".",".",".",".",".",".",".",".",".","."
"English Lit, 1660-1745","444","001","","31","3.129","25.8","22.6","22.6","16.1","9.7","3.2",".",".",".",".",".",".",".",".",".","."
"English Novel: 19th Cent","460","001","","34","3.490","26.5","38.2","29.4",".",".",".",".","2.9",".",".",".",".",".",".","2.9","."
"Victorian Poetry","473","001","","28","3.357","39.3","28.6","14.3",".","17.9",".",".",".",".",".",".",".",".",".",".","."
"Jr Honors Seminar in Major","481","001","","13","3.615","61.5","7.7","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 202 of 391",""
