"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6456","3.486","41.3","18.1","19.3","2.4","2.9","0.7","0.2","9.7","0.0","3.5",".","0.4","0.1","0.0","0.3","1.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","27","2.432","11.1","18.5","22.2","11.1","18.5","14.8","3.7",".",".",".",".",".",".",".",".","."
"Sophomore","","245","2.712","23.3","8.2","28.6","9.0","20.4","7.8","2.4","0.4",".",".",".",".",".",".",".","."
"Junior","","595","2.984","33.3","12.4","19.8","8.2","18.8","6.1","0.5",".",".","0.3",".",".","0.3","0.2",".","."
"Senior","","1343","3.337","46.8","17.3","17.5","6.2","8.2","2.0","1.0","0.9",".","0.1",".",".",".",".",".","."
"Undergraduates","","2210","3.158","40.1","15.0","19.4","7.1","12.5","3.9","1.1","0.6",".","0.1",".",".","0.1","0.0",".","."
"Special","","92","3.172","34.8","10.9","19.6","3.3","3.3","2.2","3.3","4.3",".",".",".",".",".",".","2.2","16.3"
"Graduate","","1323","3.691","35.0","14.5","6.8","0.8","0.3",".",".","38.2","0.2","0.3",".","2.6","0.9",".","0.2","."
"Prof Yr 1","","1071","3.492","38.9","20.0","20.9","4.5","4.4","1.3",".","1.1",".","8.5",".",".","0.2",".",".","."
"Prof Yr 2","","1575","3.662","47.1","25.0","13.3","2.6","0.5",".",".","8.7",".","2.7",".",".","0.1",".",".","."
"Prof Yr 3","","683","3.529","38.9","37.9","21.2","1.2","0.1",".",".","0.4","0.1",".",".",".",".",".",".","."
"Prof Yr 4","","537","3.702","45.6","27.4","13.4","0.2",".",".",".","13.0",".",".",".",".",".",".",".","0.4"
"Professionals","","3866","3.579","43.2","26.2","16.8","2.5","1.4","0.4",".","5.7","0.0","3.5",".",".","0.1",".",".","0.1"
"","College Total","7491","3.452","40.7","20.6","15.8","3.6","4.5","1.4","0.4","9.9","0.1","1.9",".","0.5","0.2","0.0","0.1","0.2"
