"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","","176","3.354","33.5","22.7","31.3","5.1","2.8",".","1.7","2.8",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","","45","3.477","62.2","6.7","13.3","6.7","4.4","2.2","2.2",".","2.2",".",".",".",".",".",".","."
"Opera","105
001","","80","3.544","65.0","8.8","12.5","7.5","2.5","2.5","1.3",".",".",".",".",".",".",".",".","."
"","111
001","","24","3.750","87.5",".","8.3",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","111
002","","24","3.761","75.0","8.3","4.2","4.2","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Elements of Music","Course Total","","48","3.755","81.3","4.2","6.3","2.1","2.1",".","2.1","2.1",".",".",".",".",".",".",".","."
"Music in Performance","001
113","","493","3.969","88.2","3.7","0.2",".","0.4",".",".","6.7",".",".",".",".",".","0.4",".","0.4"
"","121
001","","27","3.111","14.8","18.5","51.9","11.1",".","3.7",".",".",".",".",".",".",".",".",".","."
"","121
002","","34","3.015","14.7","23.5","32.4","14.7","11.8","2.9",".",".",".",".",".",".",".",".",".","."
"Musica Practica 1","Course Total","","61","3.057","14.8","21.3","41.0","13.1","6.6","3.3",".",".",".",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","151
001","","35","3.682","71.4",".","14.3","2.9","5.7",".",".","5.7",".",".",".",".",".",".",".","."
"","171
101","","14","3.286","7.1","50.0","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","171
102","","13","3.308","15.4","46.2","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","171
103","","11","3.273","36.4","27.3","9.1","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","104
171","","11","3.091","27.3","18.2","18.2","18.2","18.2",".",".",".",".",".",".",".",".",".",".","."
"","171
105","","12","3.292","16.7","41.7","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 1","Course Total","","61","3.254","19.7","37.7","24.6","9.8","8.2",".",".",".",".",".",".",".",".",".",".","."
"The Big Bands","205
001","","294","3.387","33.0","30.3","18.4","11.2","4.8",".",".","2.0","0.3",".",".",".",".",".",".","."
"Survey-Hist Western Music","211
001","","59","3.220","37.3","13.6","27.1","6.8","11.9","3.4",".",".",".",".",".",".",".",".",".","."
"","221
001","","25","3.480","36.0","28.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","221
002","","28","3.286","21.4","35.7","25.0","14.3","3.6",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 3","Course Total","","53","3.377","28.3","32.1","28.3","9.4","1.9",".",".",".",".",".",".",".",".",".",".","."
"","253
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
253","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Opera Workshop","257
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"","262
002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"","264
001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Music Ensemble","266
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
