"ALS","","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCI
908","Dept. Total","250","3.245","32.4","17.6","15.2","6.0","6.0","1.6","0.4","13.2","",".",".","",".","6.0","",".","0.4","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.942","22.2","11.1","33.3","11.1",".","11.1",".",".","",".",".","",".",".","",".","11.1",".","."
"Sophomore","","24","3.241","33.3","8.3","37.5","8.3","8.3",".",".",".","",".",".","",".",".","",".","4.2",".","."
"Junior","","59","3.000","20.3","22.0","27.1","13.6","15.3",".","1.7",".","",".",".","",".",".","",".",".",".","."
"Senior","","68","3.124","32.4","13.2","23.5","16.2","11.8","1.5",".","1.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","160","3.086","27.5","15.6","27.5","13.8","11.9","1.3","0.6","0.6","",".",".","",".",".","",".","1.3",".","."
"Special","","8","3.711","62.5","12.5","25.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","96","3.765","37.5","5.2","7.3","1.0",".",".",".","30.2","",".",".","",".","17.7","",".",".","1.0","."
"","Dept. Total","264","3.242","32.2","11.7","20.1","8.7","7.2","0.8","0.4","11.4","",".",".","",".","6.4","",".","0.8","0.4","."
