"","990
047","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
051","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
053","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","10","",".",".",".",".",".",".",".","80.0",".",".",".","20.0","",".",".",".","."
"ANATOMY
144","Dept. Total","338","3.371","32.0","24.0","31.7","5.0","3.8",".","0.6","2.4",".",".",".","0.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","1.920","6.7","6.7","6.7","13.3","33.3","26.7","6.7",".",".",".",".",".","",".",".",".","."
"Sophomore","","117","2.596","15.4","8.5","30.8","11.1","20.5","10.3","3.4",".",".",".",".",".","",".",".",".","."
"Junior","","175","2.981","35.4","12.0","22.3","6.9","13.7","8.6","1.1",".",".",".",".",".","",".",".",".","."
"Senior","","161","3.194","42.9","14.3","17.4","12.4","6.8","3.7","1.9","0.6",".",".",".",".","",".",".",".","."
"Undergraduates","","468","2.911","32.1","11.8","22.2","10.0","13.7","7.9","2.1","0.2",".",".",".",".","",".",".",".","."
"Special","","22","3.167","40.9","13.6","18.2","4.5","9.1","9.1",".",".",".",".",".",".","",".",".","4.5","."
"Graduate","","23","3.412","8.7",".","13.0",".",".",".",".","56.5","13.0",".",".","8.7","",".",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","19","3.980","94.7","5.3",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","532","2.984","33.6","11.1","20.9","9.0","12.4","7.3","1.9","2.6","0.6",".",".","0.4","",".",".","0.2","."
