"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","","",""
"","990
085","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
086","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
093","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","74","3.000",".",".","1.4",".",".",".",".","81.1","",".",".","",".","17.6","",".",".",".","."
"MICROBIO
192","Dept. Total","1127","3.100","28.9","14.6","25.6","9.8","10.4","1.5","0.6","6.7","",".",".","",".","1.2","","0.2","0.1","0.3","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","2.787","13.8","13.8","34.5","10.3","24.1",".","3.4",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","148","2.871","14.2","15.5","29.7","20.9","16.9","0.7","0.7","0.7","",".",".","",".",".","",".",".","0.7","."
"Junior","","264","2.911","16.3","14.4","32.6","19.3","12.9","1.9","1.1","0.4","",".",".","",".",".","",".",".","1.1","."
"Senior","","477","3.158","34.4","15.7","25.4","9.0","12.8","2.1","0.4",".","",".",".","",".",".","",".",".","0.2","."
"Undergraduates","","918","3.019","25.3","15.3","28.4","13.9","13.8","1.7","0.8","0.2","",".",".","",".",".","",".",".","0.5","."
"Special","","21","3.386","47.6","14.3","19.0","9.5","4.8",".",".","4.8","",".",".","",".",".","",".",".",".","."
"Graduate","","247","3.752","52.2","6.5","6.5","0.4","0.4",".",".","27.9","",".",".","",".","6.1","",".",".",".","."
"","Dept. Total","1186","3.106","31.3","13.4","23.7","11.0","10.9","1.3","0.6","6.1","",".",".","",".","1.3","",".",".","0.4","."
