"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","160
001","231","2.939","15.6","19.9","25.5","21.6","12.6","2.2","1.3","1.3",".",".",".",".",".",".",".","."
"","160
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hum Sexuality-Soc,Psych Iss","Course Total","232","2.939","15.5","19.8","25.4","21.6","12.5","2.2","1.3","1.3",".",".",".",".",".",".",".","0.4"
"","202
001","329","2.746","16.7","16.1","13.7","24.6","19.8","7.6","0.9","0.6",".",".",".",".",".",".",".","."
"","202
002","338","2.978","24.6","18.0","16.0","21.3","13.6","4.4","0.9","0.9",".",".",".",".",".",".",".","0.3"
"","202
003","337","2.612","16.0","15.7","11.6","14.8","27.9","9.8","2.4","0.9","0.3",".",".",".",".","0.6",".","."
"","202
004","339","2.792","16.8","20.1","15.6","19.2","20.6","5.6","2.1",".",".",".",".",".",".",".",".","."
"","202
005","335","2.752","16.4","17.3","13.4","16.4","31.0","3.9","0.9","0.3",".",".",".",".",".",".",".","0.3"
"","202
006","338","2.595","15.4","14.2","15.4","13.9","27.2","12.1","1.5",".","0.3",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","2016","2.746","17.7","16.9","14.3","18.4","23.4","7.2","1.4","0.4","0.1",".",".",".",".","0.1",".","0.1"
"","210
001","48","2.542","12.5","16.7","22.9","8.3","20.8","14.6","4.2",".",".",".",".",".",".",".",".","."
"","210
002","56","2.554","16.1","3.6","28.6","10.7","30.4","5.4","5.4",".",".",".",".",".",".",".",".","."
"","210
003","58","2.655","20.7","6.9","27.6","6.9","25.9","6.9","5.2",".",".",".",".",".",".",".",".","."
"","210
004","53","3.085","26.4","20.8","32.1","3.8","11.3","1.9","3.8",".",".",".",".",".",".",".",".","."
"","210
005","55","2.555","14.5","7.3","23.6","9.1","34.5","9.1","1.8",".",".",".",".",".",".",".",".","."
"","210
006","63","2.817","12.7","17.5","31.7","9.5","25.4",".","3.2",".",".",".",".",".",".",".",".","."
"Psychometric Methods","Course Total","333","2.704","17.1","12.0","27.9","8.1","24.9","6.0","3.9",".",".",".",".",".",".",".",".","."
"","001
225","45","2.622","13.3","6.7","31.1","11.1","31.1","2.2","4.4",".",".",".",".",".",".",".",".","."
"","002
225","46","2.685","17.4","8.7","28.3","10.9","26.1","4.3","4.3",".",".",".",".",".",".",".",".","."
"","225
003","46","2.522","6.5","4.3","37.0","8.7","34.8","8.7",".",".",".",".",".",".",".",".",".","."
"","004
225","41","2.317","12.2","2.4","19.5","7.3","46.3","4.9","7.3",".",".",".",".",".",".",".",".","."
"","005
225","46","2.880","13.0","15.2","39.1","17.4","8.7","4.3","2.2",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","224","2.612","12.5","7.6","31.3","11.2","29.0","4.9","3.6",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","20","3.700","55.0","30.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","6","3.500","33.3","16.7","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"","386
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Perception","406
001","89","2.841","13.5","12.4","33.7","14.6","22.5","3.4",".",".",".",".",".",".",".",".",".","."
"Psych of Human Emotions","408
001","253","3.043","31.2","14.2","17.0","16.6","16.6","4.0","0.4",".",".",".",".",".",".",".",".","."
"Psychometric Methods II","410
001","13","3.167","30.8","15.4","23.1",".","23.1",".",".",".",".",".",".",".",".","7.7",".","."
"","411
003","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
411","29","3.672","55.2","24.1","20.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
006","23","3.455","26.1","34.8","34.8",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","015
411","28","3.411","17.9","46.4","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","036
411","26","3.540","42.3","26.9","19.2","7.7",".",".",".",".",".",".",".",".",".",".",".","3.8"
"","411
042","25","3.740","76.0","8.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","411
048","24","3.583","62.5",".","33.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","411
050","24","3.208","25.0","16.7","37.5","16.7","4.2",".",".",".",".",".",".",".",".",".",".","."
"","411
054","24","3.708","62.5","25.0","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","057
411","23","3.087","43.5",".","26.1",".","26.1","4.3",".",".",".",".",".",".",".",".",".","."
"","411
058","25","3.380","32.0","24.0","32.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"","411
098","22","3.750","72.7","9.1","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","285","3.518","47.4","20.4","23.9","3.9","3.5","0.4",".","0.4",".",".",".",".",".",".",".","0.4"
