"","990
097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","84","",".",".",".",".",".",".",".","95.2",".",".",".","4.8",".",".",".","."
"PHYSICS
754","Dept. Total","2760","3.021","20.6","19.7","25.0","15.6","12.6","2.1","0.5","3.2",".",".",".","0.1","0.1","0.3","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","287","2.928","20.2","16.4","28.2","15.0","16.7","2.1","1.4",".",".",".",".",".",".",".",".","."
"Sophomore","","709","3.076","23.3","20.0","28.6","13.7","12.3","1.0","0.6",".",".",".",".",".","0.3","0.3",".","."
"Junior","","727","3.030","21.9","19.8","24.6","17.9","13.1","1.8","0.7","0.1",".",".",".",".","0.1",".",".","."
"Senior","","602","3.016","23.8","20.4","23.1","11.8","14.0","4.7","0.8","0.8","0.2","0.2",".",".",".","0.3",".","."
"Undergraduates","","2325","3.028","22.6","19.6","25.9","14.7","13.5","2.3","0.8","0.3","0.0","0.0",".",".","0.1","0.2",".","."
"Special","","44","3.012","27.3","15.9","27.3","13.6","4.5","9.1",".","2.3",".",".",".",".",".",".",".","."
"Graduate","","287","3.527","27.2","18.1","19.2","0.7","0.7",".",".","30.3",".",".",".","3.1","0.7",".",".","."
"","Dept. Total","2656","3.056","23.2","19.4","25.2","13.1","12.0","2.2","0.7","3.5","0.0","0.0",".","0.3","0.2","0.2",".","."
