"Topics in Chicano/a Studies","330
001","32","3.859","75.0","21.9","3.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Chicano Novel","460
001","29","3.638","55.2","37.9","3.4",".",".",".","3.4",".",".","",".",".","",".","",".","",".",".","."
"Mexican-American Politics","464
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CHICLA
228","Dept. Total","65","3.726","63.1","30.8","3.1","1.5",".",".","1.5",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"228
CHICLA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.667","33.3",".","33.3",".",".","33.3",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","14","3.357","42.9","28.6","21.4",".",".",".","7.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","48","3.271","39.6","27.1","18.8","2.1","6.3",".","6.3",".","",".",".","",".","",".","",".",".",".","."
"Senior","","43","3.286","41.9","27.9","9.3","4.7","7.0","2.3","4.7","2.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","108","3.271","40.7","26.9","15.7","2.8","5.6","1.9","5.6","0.9","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","109","3.278","41.3","26.6","15.6","2.8","5.5","1.8","5.5","0.9","",".",".","",".","",".","",".",".",".","."
