"L&S","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","500","3.278","25.8","30.6","26.2","7.6","2.4","2.6","1.0","3.2",".",".","",".","",".","0.2","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.093","7.7","38.5","30.8","12.3","7.7","1.5","1.5",".",".",".","",".","",".",".",".",".","."
"Sophomore","","170","3.254","21.2","29.4","30.0","10.0","5.3","0.6","0.6","1.8",".",".","",".","",".",".","0.6","0.6","."
"Junior","","148","3.286","29.7","26.4","27.0","5.4","4.1",".","3.4","3.4",".",".","",".","",".","0.7",".",".","."
"Senior","","226","3.180","18.1","25.2","26.5","8.8","5.3",".","2.2","11.5","0.9",".","",".","",".",".","0.9","0.4","."
"Undergraduates","","609","3.218","20.7","28.1","28.1","8.7","5.3","0.3","2.0","5.6","0.3",".","",".","",".","0.2","0.5","0.3","."
"Special","","2","0.000",".",".",".",".",".",".","50.0","50.0",".",".","",".","",".",".",".",".","."
"Graduate","","13","4.000","76.9",".",".",".",".",".",".","7.7",".",".","",".","",".","7.7","7.7",".","."
"","Dept. Total","624","3.225","21.8","27.4","27.4","8.5","5.1","0.3","2.1","5.8","0.3",".","",".","",".","0.3","0.6","0.3","."
