"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"160
Heredity","001","","73","2.733","17.8","13.7","27.4","15.1","15.1","4.1","6.8",".",".",".",".",".",".",".",".","."
"299","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","185","2.633","20.0","7.6","15.7","18.9","23.2","10.3","2.2","1.6",".",".",".",".",".",".","0.5","."
"545","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"545","002","","9","3.500","55.6",".","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","14","3.107","42.9",".","28.6","21.4",".",".","7.1",".",".",".",".",".",".",".",".","."
"565
Human Genetics","001","","53","2.840","13.2","9.4","34.0","18.9","24.5",".",".",".",".",".",".",".",".",".",".","."
"607
Advanced Microbial Genetics","001","","22","3.568","40.9","31.8","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","6","3.250","16.7","16.7","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"629
Population Genetics","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"677","001","","21","3.357","23.8","42.9","14.3","19.0",".",".",".",".",".",".",".",".",".",".",".","."
"677","002","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","38","3.679","57.9","23.7","7.9","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Advanced Genetics","001","","23","3.326","21.7","39.1","21.7","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","16","",".",".",".",".",".",".",".","93.8",".",".",".","6.3",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 26 of 391"
