"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","11256","3.283","32.4","23.0","27.5","7.3","7.1","1.1","0.4","0.8","0.0","0.2",".","0.1","0.1","0.2","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","171","2.829","11.1","15.2","33.3","14.6","18.7","4.7",".","0.6",".","1.2",".",".",".","0.6",".","."
"Sophomore","","704","2.999","18.8","17.8","36.8","9.9","10.1","3.8","1.4",".",".","1.3",".",".","0.1",".",".","."
"Junior","","2646","3.154","23.2","22.8","33.9","9.3","7.6","1.9","0.9","0.2",".","0.1",".",".","0.0","0.0",".","."
"Senior","","5031","3.237","27.2","24.0","28.7","9.0","8.4","1.3","0.2","0.9","0.0","0.1",".",".","0.0","0.0",".","."
"Undergraduates","","8552","3.184","25.0","22.9","31.1","9.3","8.5","1.8","0.5","0.6","0.0","0.2",".",".","0.0","0.0",".","."
"Special","","200","3.206","33.5","17.5","24.5","6.5","6.5","3.5","1.5","5.0",".",".",".",".","0.5","0.5","0.5","."
"Graduate","","2808","3.691","54.5","28.4","12.3","1.0","0.6","0.0","0.0","2.2","0.1",".",".","0.3","0.2","0.1","0.1","."
"Prof Yr 1","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","8","3.588","37.5","37.5","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Prof Yr 3","","29","3.630","65.5","10.3","13.8",".",".",".","3.4","3.4",".",".",".",".","3.4",".",".","."
"Professionals","","38","3.588","57.9","15.8","13.2","2.6",".",".","2.6","5.3",".",".",".",".","2.6",".",".","."
"","College Total","11598","3.294","32.4","24.1","26.3","7.2","6.5","1.4","0.4","1.1","0.0","0.1",".","0.1","0.1","0.1","0.0","."
