"ALS","","","","","","","","","","","","","","","","","","","","",""
"ANIMAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"AN SCI
604","Dept. Total","394","3.196","28.7","19.3","22.8","9.6","10.4","0.8","0.8","5.1",".",".","",".","1.8","",".",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","2.388","10.9","17.4","19.6","13.0","10.9","17.4","8.7",".",".",".","",".",".","",".","2.2",".","."
"Sophomore","","76","2.829","25.0","11.8","22.4","17.1","11.8","9.2","2.6",".",".",".","",".",".","",".",".",".","."
"Junior","","73","2.998","23.3","17.8","24.7","16.4","13.7","4.1",".",".",".",".","",".",".","",".",".",".","."
"Senior","","123","3.233","46.3","14.6","13.0","8.9","10.6","1.6","3.3","0.8","0.8",".","",".",".","",".",".",".","."
"Undergraduates","","318","2.960","30.8","15.1","18.9","13.2","11.6","6.3","3.1","0.3","0.3",".","",".",".","",".","0.3",".","."
"Special","","5","3.100","20.0","20.0","20.0","40.0",".",".",".",".",".",".","",".",".","",".",".",".","."
"Graduate","","78","3.776","26.9","7.7","1.3",".","1.3",".",".","48.7",".",".","",".","5.1","",".",".","9.0","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","402","3.003","30.1","13.7","15.4","10.9","9.5","5.0","2.5","9.7","0.2",".","",".","1.0","",".","0.2","1.7","."
