"TERM : 1022","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2001-2002","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"CONSERVATION","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"267
CONSERV","","","","","","","","","","","","","","","",""
"Soc Pol&Mgmt-National Parks","749
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"CONSERV
267","1
Dept. Total","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 15 of 391"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
