"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"575
Adv Highway Matl&Constructn","001","","12","3.542","50.0","25.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"578
Senior Capstone Design","001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"579
Seminar-Transportation Engr","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"592
Constrct Labor Productvty Mgmt","001","","17","3.656","41.2","41.2","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"596","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"596","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Constructability Analysis","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"618","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topic-Hydraulics&Fluid Mech","Course Total","","9","3.735","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"628
Envir Engr Design Project","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"656
Engr Appl-Land&Geog Inf Sys","001","","8","3.313","37.5",".","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"659
Topic-Survey & Photogramtry","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"670
Transit Systems Planning","001","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","002","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","004","","34","4.000","97.1",".",".",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","42","3.895","88.1","9.5",".",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","24","3.941","83.3","8.3",".","4.2",".",".",".",".",".",".",".","4.2",".",".",".","."
"700
Chemistry of Natural Waters","001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"758
Img Proc Algrth-Remote Sens","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 111 of 391",""
