"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Life Drawing I","Course Total","","48","3.292","20.8","31.3","35.4","10.4","2.1",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","14","3.214","28.6","14.3","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","244
002","","16","3.100","12.5","25.0","31.3","18.8","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"","244
003","","21","2.950","23.8","19.0","14.3","19.0","9.5","9.5",".",".",".",".",".",".",".","4.8",".","."
"Art Metal I","Course Total","","51","3.071","21.6","19.6","25.5","17.6","7.8","3.9",".","2.0",".",".",".",".",".","2.0",".","."
"","001
246","","12","3.375","8.3","58.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
246","","16","3.438","31.3","31.3","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Lettering","Course Total","","28","3.411","21.4","42.9","32.1","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","302
001","","21","3.738","47.6","52.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
302","","18","3.639","38.9","50.0","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Color","Course Total","","39","3.692","43.6","51.3","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","9","3.278","11.1","33.3","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
002","","17","3.500","58.8","17.6","17.6",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","26","3.423","42.3","23.1","30.8",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lithography","316
001","","7","3.286","14.3","28.6","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonstatic Forms","318
001","","17","3.206","29.4","52.9","5.9",".",".",".","11.8",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","322
001","","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","20","3.675","45.0","45.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","328
001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","328
002","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","Course Total","","21","3.833","71.4","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
332","","9","3.438","33.3","33.3","11.1",".","11.1",".",".",".",".",".",".",".",".","11.1",".","."
"","332
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
003","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","20","3.605","50.0","25.0","15.0",".","5.0",".",".",".",".",".",".",".",".","5.0",".","."
"Wood Working","334
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","11","3.750","54.5","27.3","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".","."
"Watercolor II","342
001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art Metal II","344
001","","9","2.500","11.1","11.1","44.4",".","11.1","11.1","11.1",".",".",".",".",".",".",".",".","."
"","346
001","","16","3.688","81.3","12.5",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","346
002","","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Typography & Communicatn","Course Total","","33","3.818","87.9","6.1","3.0",".",".",".","3.0",".",".",".",".",".",".",".",".","."
"Glassworking","354
001","","17","3.471","17.6","58.8","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","356
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","356
002","","16","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Print Production Techniques","Course Total","","29","3.793","65.5","27.6","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stage Lighting I","366
001","","12","3.113",".","41.7","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","376
001","","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
