"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","990
064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","55","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
"ZOOLOGY
970","Dept. Total","3648","3.078","31.1","14.1","26.9","7.3","13.1","3.9","0.7","1.3",".","0.7",".","0.4","0.0","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","529","2.762","20.8","12.5","29.7","8.9","19.7","6.0","1.9",".",".",".",".",".",".","0.4","0.2","."
"Sophomore","","945","2.950","24.8","13.8","32.5","8.0","15.9","3.8","1.1",".",".",".",".",".","0.2",".",".","."
"Junior","","798","2.996","26.1","11.8","31.3","9.3","15.4","4.6","1.0",".",".",".",".",".","0.1","0.1",".","0.3"
"Senior","","1064","3.083","32.0","13.6","27.4","6.5","16.4","2.5","0.9","0.4",".",".",".",".",".",".","0.2","."
"Undergraduates","","3336","2.975","26.8","13.0","30.2","8.0","16.5","4.0","1.1","0.1",".",".",".",".","0.1","0.1","0.1","0.1"
"Special","","36","3.170","47.2","5.6","25.0","2.8","8.3","2.8","2.8","2.8",".",".",".",".",".",".","2.8","."
"Graduate","","152","3.807","46.7","4.6","3.9","1.3","0.7",".",".","38.2",".",".",".","4.6",".",".",".","."
"","Dept. Total","3524","2.991","27.8","12.6","29.0","7.6","15.7","3.8","1.1","1.8",".",".",".","0.2","0.1","0.1","0.1","0.1"
