"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Spatial Measurements","251","001","","48","3.375","35.4","18.8","31.3","14.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Aerial Photo Systems","301","001","","40","3.184","10.0","47.5","17.5","7.5","12.5",".",".","5.0",".",".",".",".",".",".",".","."
"Elec-op&Micro Remote Sensng","302","001","","22","3.119","27.3","13.6","27.3","18.2","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"Remote Sensng Digtl Image","303","001","","19","3.250","26.3","21.1","21.1","26.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304","001","","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundmnt Comput-Land Inf Sys","307","001","","9","3.111","33.3",".","44.4",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"Spatl Framewk-Land Info Sys","308","001","","14","2.893","21.4",".","35.7","21.4","21.4",".",".",".",".",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","","52","2.625","7.7","9.6","26.9","23.1","26.9","5.8",".",".",".",".",".",".",".",".",".","."
"Hydroscience","311","001","","38","2.829","13.2","21.1","26.3","18.4","13.2","5.3","2.6",".",".",".",".",".",".",".",".","."
"Hydrology","315","001","","20","3.132","30.0","25.0","20.0",".","10.0","10.0",".","5.0",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","","72","3.160","30.6","11.1","34.7","9.7","12.5","1.4",".",".",".",".",".",".",".",".",".","."
"Soil Mechanics","330","001","","47","2.755","12.8","21.3","19.1","14.9","25.5","4.3","2.1",".",".",".",".",".",".",".",".","."
"Structural Analysis I","340","001","","35","3.186","22.9","20.0","37.1","11.4","8.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Geographc Info Sys","357","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Transportation Engineering","370","001","","40","3.150","12.5","35.0","30.0","15.0","7.5",".",".",".",".",".",".",".",".",".",".","."
"On-Site Waste Water Treatment","372","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Geom Anal-Vert Aerial Photo","403","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elements-Public Health Engr","422","001","","12","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dsgn-Wastewtr Treatmnt Plnt","426","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Solid&Hazardous Wastes Engr","427","001","","15","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structural Analysis II","440","001","","19","2.917","21.1","21.1","15.8","15.8","15.8",".","5.3","5.3",".",".",".",".",".",".",".","."
"Steel Structures I","445","001","","42","3.048","26.2","7.1","40.5","2.4","23.8",".",".",".",".",".",".",".",".",".",".","."
"Concrete Structures I","447","001","","17","2.765","17.6","23.5","17.6","11.8","17.6","5.9","5.9",".",".",".",".",".",".",".",".","."
"Legal Aspects-Engineering","491","001","","29","3.276","24.1","17.2","48.3","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"Mech Systems for Construction","497","001","","19","3.765","52.6","31.6","5.3",".",".",".",".","5.3",".",".",".",".",".","5.3",".","."
"","498","001","","24","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","498","002","","15","3.700","86.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","498","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Constructn Project Managmnt","","Course Total","","40","3.800","77.5","20.0",".",".",".",".","2.5",".",".",".",".",".",".",".",".","."
"Water Chemistry","500","001","","30","3.683","50.0","36.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Analysis-Intermediate","501","001","","28","3.286","25.0","21.4","42.9","7.1","3.6",".",".",".",".",".",".",".",".",".",".","."
"Water Anal Intermediate Lab","503","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Coastal Engineering","514","001","","17","3.594","52.9","17.6","17.6",".","5.9",".",".",".",".",".",".",".",".",".","5.9","."
"Retaining Structures","531","001","","13","3.458","30.8","46.2",".","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"Field Methods-Geol Engr","534","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Remediation Geotechnics","535","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Concrete Structures II","547","001","","16","3.375","31.3","25.0","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Urban Transport Planning","571","001","","17","3.706","52.9","41.2",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Geometric Dsgn-Transprt Fac","573","001","","23","3.326","17.4","39.1","34.8","8.7",".",".",".",".",".",".",".",".",".",".",".","."
