"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","324","2.717","21.3","13.9","23.1","8.0","19.4","8.6","5.2",".",".",".",".",".",".","0.3",".","."
"","103
002","306","2.956","24.5","9.5","32.4","7.8","21.9","2.9","0.7",".",".",".",".",".",".","0.3",".","."
"","103
003","338","2.935","25.1","10.7","32.8","5.9","20.1","2.1","3.3",".",".",".",".",".",".",".",".","."
"","103
004","250","2.960","20.8","8.8","38.0","11.2","18.0","2.8",".",".",".",".",".",".",".","0.4",".","."
"","005
103","257","3.191","33.9","15.2","30.7","3.5","13.2","1.9","1.2",".",".",".",".",".",".",".","0.4","."
"General Chemistry","Course Total","1475","2.940","24.9","11.6","31.1","7.3","18.8","3.8","2.2",".",".",".",".",".",".","0.2","0.1","."
"General Chemistry","001
104","237","2.833","13.9","18.1","24.5","24.1","11.4","4.2","2.5","0.8",".",".",".",".",".","0.4",".","."
"General Chemistry","108
001","240","3.090","26.7","21.7","30.0","7.1","7.9","2.9","3.8",".",".",".",".",".",".",".",".","."
"","109
001","328","3.090","28.7","15.5","21.0","14.6","20.1",".",".",".",".",".",".",".",".",".",".","."
"","002
109","174","3.259","25.9","27.0","32.2","9.8","2.3","2.3","0.6",".",".",".",".",".",".",".",".","."
"","003
109","316","3.094","30.4","16.1","19.3","12.7","20.3","0.3","0.6","0.3",".",".",".",".",".",".",".","."
"Gen & Analytical Chem I","Course Total","818","3.127","28.7","18.2","22.7","12.8","16.4","0.6","0.4","0.1",".",".",".",".",".",".",".","."
"Chemical Principles I","115
001","24","3.625","45.8","33.3","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","221
001","82","3.250","36.6","14.6","32.9","6.1","4.9","3.7","1.2",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","223
001","38","3.171","26.3","21.1","21.1","23.7","7.9",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","299
054","21","3.891","85.7","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","174","2.710","13.2","25.9","17.8","1.1","33.3","4.6","4.0",".",".",".",".",".",".",".",".","."
"","342
001","17","3.382","23.5","41.2","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","003
342","12","3.375","33.3","25.0","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","342
005","7","3.357","28.6","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","342
007","16","3.344","18.8","37.5","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","342
008","18","3.389","27.8","33.3","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","70","3.371","25.7","35.7","30.0","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","001
343","285","2.711","18.9","5.6","34.4","4.6","29.5","2.1","4.9",".",".",".",".",".",".",".",".","."
"","343
002","227","2.597","19.4","4.4","33.5","4.8","22.0","10.1","5.7",".",".",".",".",".",".",".",".","."
"","003
343","179","2.607","16.8","13.4","16.8","13.4","24.6","12.3","2.2",".",".",".",".",".",".",".",".","0.6"
"","343
004","51","3.186","25.5","9.8","51.0","3.9","9.8",".",".",".",".",".",".",".",".",".",".","."
"","005
343","114","2.761","14.9","14.0","35.1","5.3","20.2","6.1","3.5",".",".",".",".",".",".",".","0.9","."
"Intro Organic Chemistry","Course Total","856","2.694","18.5","8.3","31.5","6.5","24.1","6.8","4.1",".",".",".",".",".",".",".","0.1","0.1"
"","344
001","15","3.300","40.0","13.3","13.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","15","3.357","26.7","26.7","26.7","13.3",".",".",".",".",".",".",".",".",".","6.7",".","."
"","003
344","16","3.375","31.3","25.0","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","12","3.542","50.0","16.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","16","3.250","25.0","25.0","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
007","16","3.406","37.5","25.0","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","16","3.469","37.5","31.3","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
009","15","3.467","26.7","40.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.265","23.5","23.5","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","16","3.281","25.0","31.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.353","23.5","41.2","17.6","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","016
344","12","3.375","33.3","16.7","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","205","3.380","31.7","27.8","26.3","11.7","2.0",".",".",".",".",".",".",".",".","0.5",".","."
