"","990
087","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
094","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
096","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","68","4.000","60.3",".",".",".",".",".",".","33.8","",".",".","",".","5.9","",".",".",".","."
"PHYSICS
754","Dept. Total","2650","3.001","24.4","16.6","26.0","13.2","15.8","1.2","1.0","1.2","",".",".","",".","0.2","",".","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","220","2.935","19.1","16.8","32.7","9.5","18.6","1.4","1.8",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","868","2.905","18.2","17.1","29.6","14.6","18.0","1.2","1.4",".","",".",".","",".",".","",".",".",".","."
"Junior","","881","2.955","19.9","17.0","26.6","16.0","18.5","1.5","0.5",".","",".",".","",".",".","",".",".","0.1","."
"Senior","","396","3.090","30.1","18.9","21.5","12.6","13.4","1.8","1.3",".","",".",".","",".",".","",".","0.3","0.3","."
"Undergraduates","","2365","2.954","20.9","17.3","27.4","14.3","17.5","1.4","1.1",".","",".",".","",".",".","",".","0.0","0.1","."
"Special","","24","2.681","25.0","12.5","16.7","12.5","20.8",".","8.3",".","",".",".","",".",".","",".","4.2",".","."
"Graduate","","262","3.691","56.1","10.7","14.5","3.1","0.8",".",".","12.6","",".",".","",".","1.5","",".","0.4","0.4","."
"","Dept. Total","2651","3.001","24.4","16.6","26.0","13.2","15.8","1.2","1.0","1.2","",".",".","",".","0.2","",".","0.1","0.1","."
