"","990
051","","2","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
053","","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
054","","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","","28","3.971","75.0","3.6",".",".","",".","",".","",".","17.9","",".",".","",".","3.6","",".",".",".","."
"NEUROSCI
682","Dept. Total","","66","3.947","57.6","1.5","1.5",".","",".","",".","",".","37.9","",".",".","",".","1.5","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","3.667","66.7",".","33.3",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","4","3.750","75.0",".","25.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","52","3.973","57.7","1.9",".",".","",".","",".","",".","40.4","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","","5","4.000","40.0",".",".",".","",".","",".","",".","40.0","",".",".","",".","20.0","",".",".",".","."
"Prof Yr 4","","","4","4.000","50.0",".",".",".","",".","",".","",".","50.0","",".",".","",".",".","",".",".",".","."
"Professionals","","","9","4.000","44.4",".",".",".","",".","",".","",".","44.4","",".",".","",".","11.1","",".",".",".","."
"","Dept. Total","","66","3.947","57.6","1.5","1.5",".","",".","",".","",".","37.9","",".",".","",".","1.5","",".",".",".","."
