"","699
021","","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
061","","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","4","***","","","","","","","","","","","","","","","","","","","",""
"Seminar-Poetry","001
910","","11","3.955","90.9","9.1",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"GREEK
428","Dept. Total","","64","3.556","65.6","12.5","9.4","1.6","3.1","3.1","1.6","3.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","2.932","40.0","20.0","10.0",".","10.0","10.0","10.0",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.370","52.9","17.6","11.8","5.9","5.9","5.9",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","3.276","51.6","16.1","12.9","3.2","6.5","6.5","3.2",".","",".",".","",".","",".","",".",".",".","."
"Special","","","4","4.000","75.0",".",".",".",".",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","29","3.869","79.3","10.3","6.9",".",".",".",".","3.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","64","3.556","65.6","12.5","9.4","1.6","3.1","3.1","1.6","3.1","",".",".","",".","",".","",".",".",".","."
